insertion_id,scraper_name,start_time,enqueued,dequeued,request_count,response_count,duplicates_filtered_internal,duplicates_filtered_from_others,offsites_filtered,computing_count,undergrad_count,research_count,online_count,current_time,subprocesses,initial_depth,filter_depth,max_depth
1,scraper_1,2022-04-14 04:04:10,1,1,1,1,0,0,0,0,0,0,0,2022-04-14 04:04:10,2,3,8,15
2,scraper_2,2022-04-14 04:04:11,1,1,1,1,0,0,0,1,1,1,1,2022-04-14 04:04:11,2,3,8,15
3,scraper_2,2022-04-14 04:04:56,963,508,508,492,11404,43,12793,355,286,393,321,2022-04-14 04:04:56,2,3,8,15
4,scraper_1,2022-04-14 04:05:00,986,502,502,487,6754,5,7580,368,290,415,328,2022-04-14 04:05:00,2,3,8,15
5,scraper_2,2022-04-14 04:05:23,1337,1012,1012,996,16199,44,18716,548,406,597,452,2022-04-14 04:05:23,2,3,8,15
6,scraper_1,2022-04-14 04:05:55,1483,1006,1006,993,8557,6,9383,816,648,890,702,2022-04-14 04:05:55,2,3,8,15
7,scraper_2,2022-04-14 04:06:14,1742,1513,1513,1497,34344,58,35988,971,786,1056,852,2022-04-14 04:06:14,2,3,8,15
8,scraper_1,2022-04-14 04:06:41,1839,1512,1512,1493,10252,29,11136,1203,990,1302,1067,2022-04-14 04:06:41,2,3,8,15
9,scraper_2,2022-04-14 04:07:01,2189,2020,2020,2006,47613,78,50025,1378,1159,1488,1232,2022-04-14 04:07:01,2,3,8,15
10,scraper_1,2022-04-14 04:07:46,2372,2019,2019,1999,27271,150,27652,1827,1594,1937,1666,2022-04-14 04:07:46,2,3,8,15
11,scraper_2,2022-04-14 04:07:59,2825,2521,2521,2507,64163,249,65884,1945,1710,2054,1783,2022-04-14 04:07:59,2,3,8,15
12,scraper_2,2022-04-14 04:08:38,3312,3027,3027,3013,73950,349,75147,2277,2002,2398,2075,2022-04-14 04:08:38,2,3,8,15
13,scraper_1,2022-04-14 04:08:40,2695,2520,2520,2500,43260,388,41303,2295,2019,2418,2093,2022-04-14 04:08:40,2,3,8,15
14,scraper_2,2022-04-14 04:09:31,3787,3528,3528,3512,75077,363,75742,2451,2140,2641,2241,2022-04-14 04:09:31,2,3,8,15
15,scraper_1,2022-04-14 04:09:50,3246,3021,3021,3000,62957,607,57722,2546,2227,2734,2328,2022-04-14 04:09:50,2,3,8,15
16,scraper_2,2022-04-14 04:10:21,4136,4029,4029,4014,93054,632,91335,2755,2436,2943,2537,2022-04-14 04:10:21,2,3,8,15
17,scraper_2,2022-04-14 04:11:08,4809,4575,4575,4559,111138,724,107155,3089,2766,3277,2869,2022-04-14 04:11:08,2,3,8,15
18,scraper_2,2022-04-14 04:11:50,5159,5078,5078,5062,130037,801,123578,3400,3071,3586,3174,2022-04-14 04:11:50,2,3,8,15
19,scraper_1,2022-04-14 04:11:52,3735,3524,3524,3502,74086,638,68684,3423,3094,3609,3197,2022-04-14 04:11:52,2,3,8,15
20,scraper_1,2022-04-14 04:16:52,4144,4025,4025,4003,83413,841,78230,3720,3391,3906,3494,2022-04-14 04:16:52,2,3,8,15
21,scraper_1,2022-04-14 04:20:02,4584,4526,4526,4504,108102,1128,98821,3804,3473,3991,3575,2022-04-14 04:20:02,2,3,8,15
