insertion_id,scraper_name,start_time,enqueued,dequeued,request_count,response_count,duplicates_filtered_internal,duplicates_filtered_from_others,offsites_filtered,computing_count,undergrad_count,research_count,online_count,current_time,subprocesses,initial_depth,filter_depth,max_depth
1,scraper_2,2022-04-14 20:59:05,1,1,1,1,0,0,0,0,0,0,0,2022-04-14 20:59:05,2,5,35,45
2,scraper_1,2022-04-14 20:59:05,1,1,1,1,0,0,0,1,1,1,1,2022-04-14 20:59:05,2,5,35,45
3,scraper_1,2022-04-14 20:59:47,1085,504,504,489,18202,75,19747,564,516,573,526,2022-04-14 20:59:47,2,5,35,45
4,scraper_2,2022-04-14 20:59:47,1474,506,506,492,18296,15,18414,567,518,576,529,2022-04-14 20:59:47,2,5,35,45
5,scraper_1,2022-04-14 21:00:24,1689,1008,1008,992,34027,101,36083,1151,1054,1178,1069,2022-04-14 21:00:24,2,5,35,45
6,scraper_2,2022-04-14 21:00:28,2118,1011,1011,994,38288,49,39150,1224,1124,1251,1143,2022-04-14 21:00:28,2,5,35,45
7,scraper_1,2022-04-14 21:00:43,2226,1511,1511,1496,40008,147,42273,1454,1295,1509,1340,2022-04-14 21:00:43,2,5,35,45
8,scraper_2,2022-04-14 21:00:47,2585,1517,1517,1498,45201,59,46163,1479,1312,1546,1364,2022-04-14 21:00:47,2,5,35,45
9,scraper_1,2022-04-14 21:00:54,2937,2012,2012,1998,42005,153,43066,1547,1345,1619,1404,2022-04-14 21:00:54,2,5,35,45
10,scraper_1,2022-04-14 21:01:18,3160,2514,2514,2497,45420,159,44016,1760,1531,1848,1598,2022-04-14 21:01:18,2,5,35,45
11,scraper_2,2022-04-14 21:01:21,3002,2024,2024,2002,58902,88,59440,1800,1571,1888,1638,2022-04-14 21:01:21,2,5,35,45
12,scraper_2,2022-04-14 21:01:39,3302,2547,2547,2525,69316,124,70015,2023,1784,2119,1855,2022-04-14 21:01:39,2,5,35,45
13,scraper_2,2022-04-14 21:01:53,3735,3052,3052,3030,73826,138,75351,2212,1946,2306,2023,2022-04-14 21:01:53,2,5,35,45
14,scraper_1,2022-04-14 21:02:12,3698,3015,3015,2996,67786,286,64645,2499,2189,2593,2285,2022-04-14 21:02:12,2,5,35,45
15,scraper_2,2022-04-14 21:02:16,4149,3554,3554,3532,78560,187,81123,2560,2246,2653,2342,2022-04-14 21:02:16,2,5,35,45
16,scraper_2,2022-04-14 21:02:39,5180,4056,4056,4039,82973,203,85306,2802,2442,2868,2557,2022-04-14 21:02:39,2,5,35,45
17,scraper_1,2022-04-14 21:02:43,4069,3527,3527,3511,83230,372,79354,2805,2445,2871,2560,2022-04-14 21:02:43,2,5,35,45
18,scraper_2,2022-04-14 21:02:59,5715,4558,4558,4541,93469,203,92837,2875,2490,2921,2609,2022-04-14 21:02:59,2,5,35,45
19,scraper_1,2022-04-14 21:03:10,5069,4029,4029,4013,85973,410,82140,2900,2491,2924,2609,2022-04-14 21:03:10,2,5,35,45
20,scraper_2,2022-04-14 21:03:19,5955,5060,5060,5038,101713,203,104873,2932,2491,2924,2609,2022-04-14 21:03:19,2,5,35,45
21,scraper_1,2022-04-14 21:03:31,5203,4531,4531,4512,86139,410,82184,3038,2497,2942,2643,2022-04-14 21:03:31,2,5,35,45
22,scraper_2,2022-04-14 21:03:31,6769,5566,5566,5548,102623,206,107400,3038,2497,2942,2643,2022-04-14 21:03:31,2,5,35,45
23,scraper_2,2022-04-14 21:03:45,6923,6068,6068,6050,103051,206,107993,3117,2508,2975,2687,2022-04-14 21:03:45,2,5,35,45
24,scraper_1,2022-04-14 21:03:50,5542,5036,5036,5017,86709,427,83620,3153,2512,3014,2739,2022-04-14 21:03:50,2,5,35,45
25,scraper_2,2022-04-14 21:03:59,7762,6569,6569,6546,103512,206,109422,3279,2523,3165,2883,2022-04-14 21:03:59,2,5,35,45
26,scraper_1,2022-04-14 21:04:03,5941,5537,5537,5522,87311,439,85259,3382,2527,3258,2978,2022-04-14 21:04:03,2,5,35,45
27,scraper_2,2022-04-14 21:04:10,8151,7071,7071,7046,104151,206,109700,3454,2552,3362,3026,2022-04-14 21:04:10,2,5,35,45
28,scraper_1,2022-04-14 21:04:18,6548,6039,6039,6020,88951,520,87025,3502,2559,3404,3042,2022-04-14 21:04:18,2,5,35,45
29,scraper_2,2022-04-14 21:04:24,8267,7574,7574,7550,104984,206,110615,3544,2561,3430,3056,2022-04-14 21:04:24,2,5,35,45
30,scraper_1,2022-04-14 21:04:35,6940,6541,6541,6523,89434,521,87279,3669,2573,3546,3087,2022-04-14 21:04:35,2,5,35,45
31,scraper_2,2022-04-14 21:04:36,9002,8075,8075,8050,106572,208,112758,3670,2577,3558,3087,2022-04-14 21:04:36,2,5,35,45
32,scraper_1,2022-04-14 21:04:46,7460,7042,7042,7022,90437,529,87628,3756,2596,3675,3094,2022-04-14 21:04:46,2,5,35,45
33,scraper_2,2022-04-14 21:04:47,9389,8578,8578,8554,107963,214,113666,3757,2597,3685,3094,2022-04-14 21:04:47,2,5,35,45
34,scraper_1,2022-04-14 21:04:58,7898,7548,7548,7527,92378,529,87646,3827,2614,3750,3105,2022-04-14 21:04:58,2,5,35,45
35,scraper_2,2022-04-14 21:05:02,9911,9085,9085,9060,109024,236,114159,3883,2625,3800,3120,2022-04-14 21:05:02,2,5,35,45
36,scraper_2,2022-04-14 21:05:11,10766,9590,9590,9565,111846,240,115341,3985,2643,3862,3138,2022-04-14 21:05:11,2,5,35,45
37,scraper_2,2022-04-14 21:05:22,11006,10099,10099,10075,116894,244,116257,4052,2672,3935,3174,2022-04-14 21:05:22,2,5,35,45
38,scraper_2,2022-04-14 21:05:32,11578,10604,10604,10579,119818,245,116504,4111,2687,3958,3188,2022-04-14 21:05:32,2,5,35,45
39,scraper_2,2022-04-14 21:05:38,11960,11106,11106,11082,120846,256,116763,4150,2696,3995,3212,2022-04-14 21:05:38,2,5,35,45
40,scraper_1,2022-04-14 21:05:43,8271,8049,8049,8027,100262,708,94707,4209,2708,4036,3224,2022-04-14 21:05:43,2,5,35,45
41,scraper_2,2022-04-14 21:05:45,12224,11609,11609,11586,121830,265,117194,4226,2712,4043,3230,2022-04-14 21:05:45,2,5,35,45
42,scraper_1,2022-04-14 21:06:11,8733,8561,8561,8539,106973,761,101017,4369,2804,4152,3329,2022-04-14 21:06:11,2,5,35,45
43,scraper_2,2022-04-14 21:06:15,12611,12112,12112,12087,128889,376,124343,4385,2820,4168,3345,2022-04-14 21:06:15,2,5,35,45
44,scraper_2,2022-04-14 21:06:53,13022,12613,12613,12588,141222,661,136560,4643,3073,4425,3601,2022-04-14 21:06:53,2,5,35,45
45,scraper_1,2022-04-14 21:07:15,9282,9062,9062,9040,133514,845,125316,4762,3191,4543,3719,2022-04-14 21:07:15,2,5,35,45
46,scraper_2,2022-04-14 21:07:54,13379,13120,13120,13095,164451,1047,157668,4877,3306,4658,3834,2022-04-14 21:07:54,2,5,35,45
47,scraper_1,2022-04-14 21:12:18,9834,9566,9566,9544,150724,892,139977,5182,3610,4963,4137,2022-04-14 21:12:18,2,5,35,45
48,scraper_2,2022-04-14 21:12:50,13913,13625,13625,13600,183975,1201,174483,5200,3628,4981,4155,2022-04-14 21:12:50,2,5,35,45
49,scraper_2,2022-04-14 21:17:51,14415,14126,14126,14101,196877,1239,186979,5527,3955,5308,4482,2022-04-14 21:17:51,2,5,35,45
50,scraper_1,2022-04-14 21:18:24,10263,10073,10073,10051,163443,949,152453,5589,4017,5370,4544,2022-04-14 21:18:24,2,5,35,45
51,scraper_2,2022-04-14 21:21:35,14966,14627,14627,14602,208516,1290,198316,5916,4344,5697,4871,2022-04-14 21:21:35,2,5,35,45
52,scraper_1,2022-04-14 21:22:22,10802,10583,10583,10561,175538,998,164152,5946,4374,5727,4901,2022-04-14 21:22:22,2,5,35,45
53,scraper_1,2022-04-14 21:26:14,11426,11085,11085,11063,190420,1024,178219,6283,4711,6064,5238,2022-04-14 21:26:14,2,5,35,45
54,scraper_2,2022-04-14 21:27:54,15463,15140,15140,15115,219225,1351,208908,6430,4858,6211,5385,2022-04-14 21:27:54,2,5,35,45
55,scraper_1,2022-04-14 21:30:34,11918,11592,11592,11570,202078,1041,189510,6607,5035,6388,5562,2022-04-14 21:30:34,2,5,35,45
