insertion_id,scraper_name,start_time,enqueued,dequeued,request_count,response_count,duplicates_filtered_internal,duplicates_filtered_from_others,offsites_filtered,computing_count,undergrad_count,research_count,online_count,current_time,subprocesses,initial_depth,filter_depth,max_depth
1,scraper_4,2022-04-14 23:37:50,1,1,1,1,0,0,0,0,0,0,0,2022-04-14 23:37:50,4,10,35,45
2,scraper_2,2022-04-14 23:37:50,1,1,1,1,0,0,0,1,1,1,1,2022-04-14 23:37:50,4,10,35,45
3,scraper_3,2022-04-14 23:37:50,1,1,1,1,0,0,0,1,1,1,1,2022-04-14 23:37:50,4,10,35,45
4,scraper_1,2022-04-14 23:37:50,1,1,1,1,0,0,0,1,1,1,1,2022-04-14 23:37:50,4,10,35,45
5,scraper_4,2022-04-14 23:38:20,1679,504,504,493,10020,15,11198,519,456,519,472,2022-04-14 23:38:20,4,10,35,45
6,scraper_3,2022-04-14 23:38:30,1089,502,502,487,12730,92,12847,758,615,718,639,2022-04-14 23:38:30,4,10,35,45
7,scraper_1,2022-04-14 23:38:33,1033,503,503,489,13880,87,14581,790,640,745,672,2022-04-14 23:38:33,4,10,35,45
8,scraper_4,2022-04-14 23:38:35,1761,1007,1007,992,10219,17,11253,843,655,773,697,2022-04-14 23:38:35,4,10,35,45
9,scraper_2,2022-04-14 23:38:37,1121,502,502,488,16032,98,17910,877,677,801,722,2022-04-14 23:38:37,4,10,35,45
10,scraper_3,2022-04-14 23:38:48,1594,1003,1003,987,14396,147,13689,1056,804,977,890,2022-04-14 23:38:48,4,10,35,45
11,scraper_4,2022-04-14 23:38:54,2092,1510,1510,1495,11917,41,12954,1177,862,1122,967,2022-04-14 23:38:54,4,10,35,45
12,scraper_1,2022-04-14 23:38:56,1758,1004,1004,990,21384,106,23322,1204,868,1150,976,2022-04-14 23:38:56,4,10,35,45
13,scraper_2,2022-04-14 23:38:58,1501,1004,1004,988,21844,114,25125,1233,886,1194,999,2022-04-14 23:38:58,4,10,35,45
14,scraper_3,2022-04-14 23:39:03,2348,1508,1508,1492,14875,158,15602,1316,916,1258,1030,2022-04-14 23:39:03,4,10,35,45
15,scraper_3,2022-04-14 23:39:13,3236,2013,2013,1993,16141,159,16311,1506,1006,1467,1141,2022-04-14 23:39:13,4,10,35,45
16,scraper_1,2022-04-14 23:39:14,2245,1512,1512,1493,23005,110,24380,1526,1019,1495,1153,2022-04-14 23:39:14,4,10,35,45
17,scraper_4,2022-04-14 23:39:17,2669,2023,2023,2008,17519,146,19187,1574,1038,1533,1178,2022-04-14 23:39:17,4,10,35,45
18,scraper_2,2022-04-14 23:39:24,2452,1509,1509,1494,26879,136,31711,1652,1070,1597,1228,2022-04-14 23:39:24,4,10,35,45
19,scraper_4,2022-04-14 23:39:30,3181,2528,2528,2512,25598,152,19400,1686,1088,1626,1254,2022-04-14 23:39:30,4,10,35,45
20,scraper_1,2022-04-14 23:39:33,2512,2023,2023,2004,24377,182,26077,1704,1096,1644,1262,2022-04-14 23:39:33,4,10,35,45
