insertion_id,scraper_name,start_time,enqueued,dequeued,request_count,response_count,duplicates_filtered_internal,duplicates_filtered_from_others,offsites_filtered,computing_count,undergrad_count,research_count,online_count,current_time,subprocesses,initial_depth,filter_depth,max_depth
1,scraper_1,2022-04-15 00:00:58,1,1,1,1,0,0,0,0,0,0,0,2022-04-15 00:00:58,1,10,35,45
2,scraper_1,2022-04-15 00:01:17,929,522,522,512,12814,0,15156,261,223,264,221,2022-04-15 00:01:17,1,10,35,45
3,scraper_1,2022-04-15 00:01:31,1728,1024,1024,1008,23618,0,28300,486,409,506,416,2022-04-15 00:01:31,1,10,35,45
4,scraper_1,2022-04-15 00:01:38,2611,1542,1542,1523,25689,0,29803,554,419,560,428,2022-04-15 00:01:38,1,10,35,45
5,scraper_1,2022-04-15 00:01:44,3020,2052,2052,2033,27508,0,30515,589,423,589,436,2022-04-15 00:01:44,1,10,35,45
6,scraper_1,2022-04-15 00:01:48,3530,2558,2558,2540,28524,0,31134,690,434,667,447,2022-04-15 00:01:48,1,10,35,45
7,scraper_1,2022-04-15 00:01:54,4186,3061,3061,3041,28704,0,31615,766,442,737,453,2022-04-15 00:01:54,1,10,35,45
8,scraper_1,2022-04-15 00:02:06,4589,3570,3570,3552,29033,0,31795,780,443,765,453,2022-04-15 00:02:06,1,10,35,45
9,scraper_1,2022-04-15 00:02:13,5248,4073,4073,4052,30079,0,32280,891,456,861,463,2022-04-15 00:02:13,1,10,35,45
10,scraper_1,2022-04-15 00:02:20,5484,4574,4574,4557,35902,0,32316,909,456,880,464,2022-04-15 00:02:20,1,10,35,45
11,scraper_1,2022-04-15 00:02:26,5916,5075,5075,5059,38053,0,34133,921,459,909,480,2022-04-15 00:02:26,1,10,35,45
12,scraper_1,2022-04-15 00:02:32,6395,5580,5580,5559,39340,0,35385,999,464,964,503,2022-04-15 00:02:32,1,10,35,45
13,scraper_1,2022-04-15 00:02:48,6847,6082,6082,6061,50040,0,35655,1048,480,1019,525,2022-04-15 00:02:48,1,10,35,45
14,scraper_1,2022-04-15 00:02:52,7309,6585,6585,6563,51628,0,36106,1158,494,1127,538,2022-04-15 00:02:52,1,10,35,45
15,scraper_1,2022-04-15 00:03:00,7871,7090,7090,7068,55278,0,40720,1291,551,1267,669,2022-04-15 00:03:00,1,10,35,45
16,scraper_1,2022-04-15 00:03:08,8275,7591,7591,7567,59118,0,45746,1456,611,1463,917,2022-04-15 00:03:08,1,10,35,45
17,scraper_1,2022-04-15 00:03:25,8704,8093,8093,8069,73177,0,60664,1713,836,1732,1162,2022-04-15 00:03:25,1,10,35,45
18,scraper_1,2022-04-15 00:03:39,9310,8595,8595,8572,81827,0,69672,1891,976,1912,1299,2022-04-15 00:03:39,1,10,35,45
19,scraper_1,2022-04-15 00:03:48,10076,9099,9099,9074,83072,0,72189,1958,987,1940,1351,2022-04-15 00:03:48,1,10,35,45
20,scraper_1,2022-04-15 00:03:59,10428,9605,9605,9580,90507,0,79517,1976,987,1944,1357,2022-04-15 00:03:59,1,10,35,45
21,scraper_1,2022-04-15 00:04:12,10959,10108,10108,10083,99311,0,86100,1991,987,1948,1361,2022-04-15 00:04:12,1,10,35,45
22,scraper_1,2022-04-15 00:04:23,11589,10615,10615,10590,105516,0,95005,2021,991,1962,1374,2022-04-15 00:04:23,1,10,35,45
23,scraper_1,2022-04-15 00:04:30,11990,11117,11117,11092,106475,0,96483,2099,998,1998,1397,2022-04-15 00:04:30,1,10,35,45
24,scraper_1,2022-04-15 00:04:38,12305,11630,11630,11605,107083,0,97737,2146,1000,2016,1420,2022-04-15 00:04:38,1,10,35,45
25,scraper_1,2022-04-15 00:04:46,13136,12131,12131,12106,107771,0,99825,2202,1008,2043,1443,2022-04-15 00:04:46,1,10,35,45
26,scraper_1,2022-04-15 00:04:52,13389,12632,12632,12607,108468,0,100774,2255,1010,2062,1460,2022-04-15 00:04:52,1,10,35,45
27,scraper_1,2022-04-15 00:04:57,14635,13133,13133,13114,108851,0,101346,2304,1018,2085,1468,2022-04-15 00:04:57,1,10,35,45
28,scraper_1,2022-04-15 00:05:03,14697,13634,13634,13612,109057,0,101372,2367,1019,2087,1469,2022-04-15 00:05:03,1,10,35,45
29,scraper_1,2022-04-15 00:05:11,14840,14137,14137,14116,109234,0,101432,2425,1021,2093,1479,2022-04-15 00:05:11,1,10,35,45
30,scraper_1,2022-04-15 00:05:17,15163,14642,14642,14617,110200,0,103157,2482,1026,2149,1508,2022-04-15 00:05:17,1,10,35,45
31,scraper_1,2022-04-15 00:05:23,15703,15145,15145,15121,111550,0,104092,2510,1028,2176,1531,2022-04-15 00:05:23,1,10,35,45
32,scraper_1,2022-04-15 00:05:27,16131,15646,15646,15621,112348,0,104385,2543,1029,2203,1553,2022-04-15 00:05:27,1,10,35,45
33,scraper_1,2022-04-15 00:05:39,16516,16147,16147,16122,119657,0,111228,2674,1137,2345,1663,2022-04-15 00:05:39,1,10,35,45
34,scraper_1,2022-04-15 00:06:08,16978,16648,16648,16621,149621,0,140315,3142,1594,2814,2128,2022-04-15 00:06:08,1,10,35,45
35,scraper_1,2022-04-15 00:06:36,17374,17152,17152,17124,181192,0,167756,3582,2025,3256,2561,2022-04-15 00:06:36,1,10,35,45
36,scraper_1,2022-04-15 00:07:05,17786,17659,17659,17631,213782,0,195523,4050,2469,3719,3007,2022-04-15 00:07:05,1,10,35,45
37,scraper_1,2022-04-15 00:07:25,18515,18190,18190,18165,233732,0,213648,4336,2753,4005,3288,2022-04-15 00:07:25,1,10,35,45
38,scraper_1,2022-04-15 00:07:45,18821,18693,18693,18665,255558,0,231123,4619,3034,4288,3571,2022-04-15 00:07:45,1,10,35,45
39,scraper_1,2022-04-15 00:08:35,19319,19195,19195,19167,281221,0,251136,4933,3348,4602,3885,2022-04-15 00:08:35,1,10,35,45
40,scraper_1,2022-04-15 00:09:21,19879,19698,19698,19670,296687,0,266123,5172,3587,4841,4124,2022-04-15 00:09:21,1,10,35,45
41,scraper_1,2022-04-15 00:10:39,20384,20199,20199,20171,307483,0,276779,5355,3770,5024,4307,2022-04-15 00:10:39,1,10,35,45
42,scraper_1,2022-04-15 00:11:23,21002,20700,20700,20672,319954,0,288871,5549,3964,5218,4501,2022-04-15 00:11:23,1,10,35,45
43,scraper_1,2022-04-15 00:11:48,21449,21202,21202,21174,334065,0,302151,5773,4188,5442,4725,2022-04-15 00:11:48,1,10,35,45
44,scraper_1,2022-04-15 00:12:13,21864,21705,21705,21677,348945,0,316398,6009,4424,5678,4961,2022-04-15 00:12:13,1,10,35,45
45,scraper_1,2022-04-15 00:13:13,22255,22207,22207,22179,367193,0,334263,6295,4709,5964,5246,2022-04-15 00:13:13,1,10,35,45
