insertion_id,scraper_name,start_time,enqueued,dequeued,request_count,response_count,duplicates_filtered_internal,duplicates_filtered_from_others,offsites_filtered,computing_count,undergrad_count,research_count,online_count,current_time,subprocesses,initial_depth,filter_depth,max_depth
1,scraper_3,2022-04-12 21:51:57,1,1,1,1,0,0,0,0,0,0,0,2022-04-12 21:51:57,4,2,5,15
2,scraper_1,2022-04-12 21:51:57,1,1,1,1,0,0,0,1,1,1,1,2022-04-12 21:51:57,4,2,5,15
3,scraper_4,2022-04-12 21:51:57,1,1,1,1,0,0,0,1,1,1,1,2022-04-12 21:51:57,4,2,5,15
4,scraper_2,2022-04-12 21:51:57,1,1,1,1,0,0,0,1,1,1,1,2022-04-12 21:51:57,4,2,5,15
5,scraper_3,2022-04-12 21:52:51,741,506,506,490,9925,154,11596,970,917,990,930,2022-04-12 21:52:51,4,2,5,15
6,scraper_1,2022-04-12 21:52:54,826,503,503,487,14027,61,14353,1020,961,1040,975,2022-04-12 21:52:54,4,2,5,15
7,scraper_2,2022-04-12 21:52:55,725,504,504,488,9485,211,10067,1024,964,1043,978,2022-04-12 21:52:55,4,2,5,15
8,scraper_4,2022-04-12 21:53:06,735,517,517,501,11687,139,12338,1247,1140,1277,1158,2022-04-12 21:53:06,4,2,5,15
9,scraper_2,2022-04-12 21:53:08,1267,1007,1007,989,11396,242,11921,1281,1155,1330,1186,2022-04-12 21:53:08,4,2,5,15
10,scraper_1,2022-04-12 21:53:47,1330,1006,1006,990,28876,201,28200,1654,1506,1748,1551,2022-04-12 21:53:47,4,2,5,15
11,scraper_3,2022-04-12 21:53:48,1110,1009,1009,993,24920,417,25217,1667,1518,1760,1563,2022-04-12 21:53:48,4,2,5,15
12,scraper_4,2022-04-12 21:54:06,1132,1018,1018,1002,21565,591,20666,1890,1739,1982,1784,2022-04-12 21:54:06,4,2,5,15
13,scraper_2,2022-04-12 21:54:07,1668,1590,1590,1569,19428,620,18460,1908,1756,2000,1800,2022-04-12 21:54:07,4,2,5,15
14,scraper_1,2022-04-12 21:54:35,1703,1524,1524,1508,48082,348,45388,2343,2179,2434,2225,2022-04-12 21:54:35,4,2,5,15
15,scraper_3,2022-04-12 21:54:55,1738,1524,1524,1508,39397,728,37427,2405,2239,2498,2286,2022-04-12 21:54:55,4,2,5,15
16,scraper_4,2022-04-12 21:54:58,1769,1536,1536,1520,30506,756,28278,2411,2245,2504,2292,2022-04-12 21:54:58,4,2,5,15
17,scraper_2,2022-04-12 21:55:14,2186,2094,2094,2072,33915,932,29997,2474,2307,2567,2355,2022-04-12 21:55:14,4,2,5,15
18,scraper_1,2022-04-12 21:55:45,2065,2025,2025,2009,58026,841,54255,2618,2451,2711,2499,2022-04-12 21:55:45,4,2,5,15
19,scraper_3,2022-04-12 21:56:05,2109,2032,2032,2016,48044,1195,44425,2749,2582,2842,2630,2022-04-12 21:56:05,4,2,5,15
20,scraper_4,2022-04-12 21:56:12,2086,2069,2069,2054,37572,1238,34363,2775,2608,2868,2656,2022-04-12 21:56:12,4,2,5,15
21,scraper_2,2022-04-12 21:56:17,2636,2601,2601,2579,43831,1078,39770,2788,2621,2881,2669,2022-04-12 21:56:17,4,2,5,15
22,scraper_1,2022-04-12 21:56:21,2538,2538,2538,2532,65517,960,62212,2792,2625,2885,2673,2022-04-12 21:56:21,4,2,5,15
