insertion_id,scraper_name,start_time,enqueued,dequeued,request_count,response_count,duplicates_filtered_internal,duplicates_filtered_from_others,offsites_filtered,computing_count,undergrad_count,research_count,online_count,current_time,subprocesses,initial_depth,filter_depth,max_depth
1,scraper_1,2022-04-14 21:05:01,1,1,1,1,0,0,0,0,0,0,0,2022-04-14 21:05:01,4,10,25,45
2,scraper_2,2022-04-14 21:05:01,1,1,1,1,0,0,0,1,1,1,1,2022-04-14 21:05:01,4,10,25,45
3,scraper_3,2022-04-14 21:05:01,1,1,1,1,0,0,0,1,1,1,1,2022-04-14 21:05:01,4,10,25,45
4,scraper_4,2022-04-14 21:05:02,1,1,1,1,0,0,0,2,2,2,2,2022-04-14 21:05:02,4,10,25,45
5,scraper_2,2022-04-14 21:05:59,1387,505,505,489,17412,76,18114,1010,932,1000,944,2022-04-14 21:05:59,4,10,25,45
6,scraper_3,2022-04-14 21:06:03,1368,505,505,491,17241,113,17897,1110,1004,1106,1022,2022-04-14 21:06:03,4,10,25,45
7,scraper_1,2022-04-14 21:06:09,1099,502,502,486,20922,50,21986,1228,1077,1232,1092,2022-04-14 21:06:09,4,10,25,45
8,scraper_4,2022-04-14 21:06:09,1096,502,502,488,18954,92,19827,1237,1081,1242,1095,2022-04-14 21:06:09,4,10,25,45
9,scraper_2,2022-04-14 21:06:11,2095,1009,1009,993,19232,84,21675,1291,1111,1294,1119,2022-04-14 21:06:11,4,10,25,45
10,scraper_1,2022-04-14 21:06:23,1670,1017,1017,1007,22500,64,24976,1647,1259,1632,1298,2022-04-14 21:06:23,4,10,25,45
11,scraper_2,2022-04-14 21:06:24,2438,1517,1517,1503,20065,85,22223,1684,1268,1675,1325,2022-04-14 21:06:24,4,10,25,45
12,scraper_3,2022-04-14 21:06:30,1862,1007,1007,991,20566,128,21316,1794,1314,1804,1385,2022-04-14 21:06:30,4,10,25,45
13,scraper_2,2022-04-14 21:06:32,2892,2020,2020,2003,20451,88,22704,1820,1321,1834,1398,2022-04-14 21:06:32,4,10,25,45
14,scraper_1,2022-04-14 21:06:38,2170,1518,1518,1502,23110,65,26020,1923,1366,1984,1445,2022-04-14 21:06:38,4,10,25,45
15,scraper_2,2022-04-14 21:06:43,3314,2523,2523,2503,22184,92,24186,2002,1411,2069,1499,2022-04-14 21:06:43,4,10,25,45
16,scraper_1,2022-04-14 21:06:48,2617,2022,2022,2006,24766,71,26598,2068,1447,2131,1569,2022-04-14 21:06:48,4,10,25,45
17,scraper_4,2022-04-14 21:06:49,1688,1008,1008,991,32745,216,34116,2070,1449,2138,1578,2022-04-14 21:06:49,4,10,25,45
18,scraper_3,2022-04-14 21:06:58,2203,1508,1508,1489,24907,184,26166,2217,1524,2246,1667,2022-04-14 21:06:58,4,10,25,45
19,scraper_1,2022-04-14 21:06:59,3617,2528,2528,2513,26284,80,28755,2254,1543,2267,1687,2022-04-14 21:06:59,4,10,25,45
20,scraper_1,2022-04-14 21:07:09,3773,3030,3030,3013,26427,81,28792,2368,1611,2342,1761,2022-04-14 21:07:09,4,10,25,45
21,scraper_4,2022-04-14 21:07:11,2009,1510,1510,1492,37028,354,38322,2395,1626,2367,1783,2022-04-14 21:07:11,4,10,25,45
22,scraper_1,2022-04-14 21:07:22,4448,3539,3539,3522,30457,81,29568,2458,1676,2423,1837,2022-04-14 21:07:22,4,10,25,45
23,scraper_2,2022-04-14 21:07:34,3785,3028,3028,3007,26706,267,29457,2565,1726,2547,1998,2022-04-14 21:07:34,4,10,25,45
24,scraper_1,2022-04-14 21:07:41,4857,4046,4046,4028,32487,81,30327,2643,1748,2633,2105,2022-04-14 21:07:41,4,10,25,45
25,scraper_1,2022-04-14 21:07:52,5435,4549,4549,4532,33102,84,31813,2817,1797,2741,2235,2022-04-14 21:07:52,4,10,25,45
