insertion_id,scraper_name,start_time,enqueued,dequeued,request_count,response_count,duplicates_filtered_internal,duplicates_filtered_from_others,offsites_filtered,computing_count,undergrad_count,research_count,online_count,current_time,subprocesses,initial_depth,filter_depth,max_depth
1,scraper_2,2022-04-14 20:43:13,1,1,1,1,0,0,0,0,0,0,0,2022-04-14 20:43:13,4,5,35,45
2,scraper_4,2022-04-14 20:43:13,1,1,1,1,0,0,0,1,1,1,1,2022-04-14 20:43:13,4,5,35,45
3,scraper_3,2022-04-14 20:43:13,1,1,1,1,0,0,0,1,1,1,1,2022-04-14 20:43:13,4,5,35,45
4,scraper_1,2022-04-14 20:43:14,1,1,1,1,0,0,0,6,6,6,6,2022-04-14 20:43:14,4,5,35,45
5,scraper_4,2022-04-14 20:43:55,1195,502,502,486,13577,66,14419,931,848,951,861,2022-04-14 20:43:55,4,5,35,45
6,scraper_2,2022-04-14 20:44:00,1259,503,503,487,20523,39,20279,1008,911,1039,926,2022-04-14 20:44:00,4,5,35,45
7,scraper_4,2022-04-14 20:44:07,1974,1008,1008,989,14305,67,14857,1180,1004,1203,1021,2022-04-14 20:44:07,4,5,35,45
8,scraper_1,2022-04-14 20:44:10,1253,516,516,501,14312,67,14852,1233,1055,1264,1071,2022-04-14 20:44:10,4,5,35,45
9,scraper_3,2022-04-14 20:44:12,1165,507,507,492,22214,89,23278,1259,1076,1287,1092,2022-04-14 20:44:12,4,5,35,45
10,scraper_4,2022-04-14 20:44:27,2448,1511,1511,1497,15901,69,15152,1543,1283,1561,1301,2022-04-14 20:44:27,4,5,35,45
11,scraper_1,2022-04-14 20:44:31,1792,1018,1018,1006,20149,68,15256,1596,1332,1620,1347,2022-04-14 20:44:31,4,5,35,45
12,scraper_2,2022-04-14 20:44:37,1737,1006,1006,989,37603,156,37925,1705,1387,1707,1405,2022-04-14 20:44:37,4,5,35,45
13,scraper_3,2022-04-14 20:44:40,1795,1008,1008,992,30633,109,32515,1761,1409,1774,1429,2022-04-14 20:44:40,4,5,35,45
14,scraper_4,2022-04-14 20:44:43,2928,2018,2018,2000,17105,70,15291,1791,1429,1806,1453,2022-04-14 20:44:43,4,5,35,45
15,scraper_1,2022-04-14 20:44:46,2355,1525,1525,1515,22162,69,16798,1858,1463,1886,1489,2022-04-14 20:44:46,4,5,35,45
16,scraper_3,2022-04-14 20:44:53,2248,1512,1512,1497,32242,114,35535,2033,1516,2062,1567,2022-04-14 20:44:53,4,5,35,45
17,scraper_4,2022-04-14 20:44:55,3265,2528,2528,2509,17964,73,15473,2047,1519,2086,1577,2022-04-14 20:44:55,4,5,35,45
18,scraper_1,2022-04-14 20:44:59,3079,2034,2034,2021,23249,75,17831,2097,1545,2159,1614,2022-04-14 20:44:59,4,5,35,45
19,scraper_2,2022-04-14 20:45:03,2173,1509,1509,1492,45749,282,46477,2154,1571,2221,1657,2022-04-14 20:45:03,4,5,35,45
20,scraper_3,2022-04-14 20:45:10,3224,2038,2038,2025,33687,115,37039,2266,1640,2338,1762,2022-04-14 20:45:10,4,5,35,45
21,scraper_1,2022-04-14 20:45:14,3456,2539,2539,2523,24660,78,19564,2317,1676,2385,1802,2022-04-14 20:45:14,4,5,35,45
22,scraper_4,2022-04-14 20:45:14,3826,3033,3033,3011,19123,79,16671,2325,1682,2398,1808,2022-04-14 20:45:14,4,5,35,45
23,scraper_3,2022-04-14 20:45:31,3710,2539,2539,2522,40678,116,41139,2513,1844,2598,1975,2022-04-14 20:45:31,4,5,35,45
24,scraper_2,2022-04-14 20:45:37,2550,2011,2011,1992,65942,396,66490,2586,1911,2676,2043,2022-04-14 20:45:37,4,5,35,45
25,scraper_1,2022-04-14 20:45:39,4010,3053,3053,3037,26978,106,20459,2605,1929,2696,2061,2022-04-14 20:45:39,4,5,35,45
26,scraper_3,2022-04-14 20:45:54,3928,3044,3044,3028,48529,116,51501,2769,2045,2853,2189,2022-04-14 20:45:54,4,5,35,45
27,scraper_1,2022-04-14 20:46:05,4609,3556,3556,3538,29318,108,20938,2912,2139,2991,2293,2022-04-14 20:46:05,4,5,35,45
28,scraper_2,2022-04-14 20:46:11,2860,2514,2514,2496,86546,568,86979,2953,2180,3032,2334,2022-04-14 20:46:11,4,5,35,45
29,scraper_3,2022-04-14 20:46:19,4505,3552,3552,3536,56088,117,59296,3040,2238,3106,2403,2022-04-14 20:46:19,4,5,35,45
30,scraper_1,2022-04-14 20:46:36,4781,4060,4060,4040,39533,113,21083,3343,2410,3371,2607,2022-04-14 20:46:36,4,5,35,45
31,scraper_4,2022-04-14 20:46:37,4332,3538,3538,3516,19906,82,16982,3356,2420,3383,2617,2022-04-14 20:46:37,4,5,35,45
32,scraper_3,2022-04-14 20:46:40,4913,4053,4053,4034,56915,124,61085,3387,2435,3405,2637,2022-04-14 20:46:40,4,5,35,45
33,scraper_2,2022-04-14 20:46:40,3400,3032,3032,3014,104789,660,103237,3392,2437,3408,2641,2022-04-14 20:46:40,4,5,35,45
34,scraper_3,2022-04-14 20:46:54,5659,4555,4555,4540,57462,124,62616,3595,2533,3592,2754,2022-04-14 20:46:54,4,5,35,45
35,scraper_4,2022-04-14 20:47:02,4704,4039,4039,4018,21509,103,17287,3722,2625,3721,2855,2022-04-14 20:47:02,4,5,35,45
36,scraper_1,2022-04-14 20:47:04,5104,4561,4561,4540,41044,279,22580,3750,2649,3746,2874,2022-04-14 20:47:04,4,5,35,45
