insertion_id,scraper_name,start_time,enqueued,dequeued,request_count,response_count,duplicates_filtered_internal,duplicates_filtered_from_others,offsites_filtered,computing_count,undergrad_count,research_count,online_count,current_time,subprocesses,initial_depth,filter_depth,max_depth
1,scraper_1,2022-04-12 19:58:13,1,1,1,1,0,0,0,0,0,0,0,2022-04-12 19:58:13,2,2,5,10
2,scraper_2,2022-04-12 19:58:14,1,1,1,1,0,0,0,1,1,1,1,2022-04-12 19:58:14,2,2,5,10
3,scraper_2,2022-04-12 20:04:19,714,502,502,484,18787,42,20289,738,697,737,714,2022-04-12 20:04:19,2,2,5,10
4,scraper_1,2022-04-12 20:04:27,659,504,504,488,13395,53,14396,760,717,763,736,2022-04-12 20:04:27,2,2,5,10
5,scraper_1,2022-04-12 20:07:17,1130,1005,1005,989,19554,92,21598,1056,962,1075,997,2022-04-12 20:07:17,2,2,5,10
6,scraper_2,2022-04-12 20:09:02,1373,1003,1003,985,33961,163,36756,1252,1150,1271,1185,2022-04-12 20:09:02,2,2,5,10
7,scraper_1,2022-04-12 20:11:25,1713,1507,1507,1492,36779,201,38543,1588,1464,1610,1500,2022-04-12 20:11:25,2,2,5,10
8,scraper_2,2022-04-12 20:13:08,1729,1525,1525,1507,44868,247,47225,1819,1683,1847,1710,2022-04-12 20:13:08,2,2,5,10
9,scraper_1,2022-04-12 20:15:50,2118,2008,2008,1992,51406,344,52040,2148,2007,2176,2033,2022-04-12 20:15:50,2,2,5,10
10,scraper_2,2022-04-12 20:17:54,2236,2027,2027,2009,64247,419,64591,2348,2205,2377,2232,2022-04-12 20:17:54,2,2,5,10
11,scraper_2,2022-04-12 20:20:58,2715,2531,2531,2513,74365,704,73518,2589,2445,2618,2471,2022-04-12 20:20:58,2,2,5,10
12,scraper_1,2022-04-12 20:21:23,2680,2522,2522,2506,64417,468,64334,2624,2480,2653,2506,2022-04-12 20:21:23,2,2,5,10
13,scraper_1,2022-04-12 20:23:12,3189,3031,3031,3015,72681,673,70185,2782,2638,2811,2664,2022-04-12 20:23:12,2,2,5,10
14,scraper_2,2022-04-12 20:24:47,3040,3036,3036,3018,92569,928,85975,2898,2754,2927,2780,2022-04-12 20:24:47,2,2,5,10
