scraper_name,start_time,enqueued,dequeued,request_count,response_count,duplicates_filtered_internal,duplicates_filtered_from_others,offsites_filtered,computing_count,undergrad_count,research_count,online_count,current_time,subprocesses,initial_depth,filter_depth,max_depth,
scraper_1,4/15/2022 0:01,929,522,522,512,12814,0,15156,261,223,264,221,4/15/2022 0:01,1,10,35,45,
scraper_1,4/15/2022 0:01,1728,1024,1024,1008,23618,0,28300,486,409,506,416,4/15/2022 0:01,1,10,35,45,
scraper_1,4/15/2022 0:01,2611,1542,1542,1523,25689,0,29803,554,419,560,428,4/15/2022 0:01,1,10,35,45,
scraper_1,4/15/2022 0:01,3020,2052,2052,2033,27508,0,30515,589,423,589,436,4/15/2022 0:01,1,10,35,45,
scraper_1,4/15/2022 0:01,3530,2558,2558,2540,28524,0,31134,690,434,667,447,4/15/2022 0:01,1,10,35,45,
scraper_1,4/15/2022 0:01,4186,3061,3061,3041,28704,0,31615,766,442,737,453,4/15/2022 0:01,1,10,35,45,
scraper_1,4/15/2022 0:02,4589,3570,3570,3552,29033,0,31795,780,443,765,453,4/15/2022 0:02,1,10,35,45,
scraper_1,4/15/2022 0:02,5248,4073,4073,4052,30079,0,32280,891,456,861,463,4/15/2022 0:02,1,10,35,45,
scraper_1,4/15/2022 0:02,5484,4574,4574,4557,35902,0,32316,909,456,880,464,4/15/2022 0:02,1,10,35,45,
scraper_1,4/15/2022 0:02,5916,5075,5075,5059,38053,0,34133,921,459,909,480,4/15/2022 0:02,1,10,35,45,
scraper_1,4/15/2022 0:02,6395,5580,5580,5559,39340,0,35385,999,464,964,503,4/15/2022 0:02,1,10,35,45,
scraper_1,4/15/2022 0:02,6847,6082,6082,6061,50040,0,35655,1048,480,1019,525,4/15/2022 0:02,1,10,35,45,
scraper_1,4/15/2022 0:02,7309,6585,6585,6563,51628,0,36106,1158,494,1127,538,4/15/2022 0:02,1,10,35,45,
scraper_1,4/15/2022 0:03,7871,7090,7090,7068,55278,0,40720,1291,551,1267,669,4/15/2022 0:03,1,10,35,45,
scraper_1,4/15/2022 0:03,8275,7591,7591,7567,59118,0,45746,1456,611,1463,917,4/15/2022 0:03,1,10,35,45,
scraper_1,4/15/2022 0:03,8704,8093,8093,8069,73177,0,60664,1713,836,1732,1162,4/15/2022 0:03,1,10,35,45,
scraper_1,4/15/2022 0:03,9310,8595,8595,8572,81827,0,69672,1891,976,1912,1299,4/15/2022 0:03,1,10,35,45,
scraper_1,4/15/2022 0:03,10076,9099,9099,9074,83072,0,72189,1958,987,1940,1351,4/15/2022 0:03,1,10,35,45,
scraper_1,4/15/2022 0:03,10428,9605,9605,9580,90507,0,79517,1976,987,1944,1357,4/15/2022 0:03,1,10,35,45,
scraper_1,4/15/2022 0:04,10959,10108,10108,10083,99311,0,86100,1991,987,1948,1361,4/15/2022 0:04,1,10,35,45,
scraper_1,4/15/2022 0:04,11589,10615,10615,10590,105516,0,95005,2021,991,1962,1374,4/15/2022 0:04,1,10,35,45,
scraper_1,4/15/2022 0:04,11990,11117,11117,11092,106475,0,96483,2099,998,1998,1397,4/15/2022 0:04,1,10,35,45,
scraper_1,4/15/2022 0:04,12305,11630,11630,11605,107083,0,97737,2146,1000,2016,1420,4/15/2022 0:04,1,10,35,45,
scraper_1,4/15/2022 0:04,13136,12131,12131,12106,107771,0,99825,2202,1008,2043,1443,4/15/2022 0:04,1,10,35,45,
scraper_1,4/15/2022 0:04,13389,12632,12632,12607,108468,0,100774,2255,1010,2062,1460,4/15/2022 0:04,1,10,35,45,
scraper_1,4/15/2022 0:04,14635,13133,13133,13114,108851,0,101346,2304,1018,2085,1468,4/15/2022 0:04,1,10,35,45,
scraper_1,4/15/2022 0:05,14697,13634,13634,13612,109057,0,101372,2367,1019,2087,1469,4/15/2022 0:05,1,10,35,45,
scraper_1,4/15/2022 0:05,14840,14137,14137,14116,109234,0,101432,2425,1021,2093,1479,4/15/2022 0:05,1,10,35,45,
scraper_1,4/15/2022 0:05,15163,14642,14642,14617,110200,0,103157,2482,1026,2149,1508,4/15/2022 0:05,1,10,35,45,
scraper_1,4/15/2022 0:05,15703,15145,15145,15121,111550,0,104092,2510,1028,2176,1531,4/15/2022 0:05,1,10,35,45,
scraper_1,4/15/2022 0:05,16131,15646,15646,15621,112348,0,104385,2543,1029,2203,1553,4/15/2022 0:05,1,10,35,45,
scraper_1,4/15/2022 0:05,16516,16147,16147,16122,119657,0,111228,2674,1137,2345,1663,4/15/2022 0:05,1,10,35,45,
scraper_1,4/15/2022 0:06,16978,16648,16648,16621,149621,0,140315,3142,1594,2814,2128,4/15/2022 0:06,1,10,35,45,
scraper_1,4/15/2022 0:06,17374,17152,17152,17124,181192,0,167756,3582,2025,3256,2561,4/15/2022 0:06,1,10,35,45,
scraper_1,4/15/2022 0:07,17786,17659,17659,17631,213782,0,195523,4050,2469,3719,3007,4/15/2022 0:07,1,10,35,45,
scraper_1,4/15/2022 0:07,18515,18190,18190,18165,233732,0,213648,4336,2753,4005,3288,4/15/2022 0:07,1,10,35,45,
scraper_1,4/15/2022 0:07,18821,18693,18693,18665,255558,0,231123,4619,3034,4288,3571,4/15/2022 0:07,1,10,35,45,
scraper_1,4/15/2022 0:08,19319,19195,19195,19167,281221,0,251136,4933,3348,4602,3885,4/15/2022 0:08,1,10,35,45,
scraper_1,4/15/2022 0:09,19879,19698,19698,19670,296687,0,266123,5172,3587,4841,4124,4/15/2022 0:09,1,10,35,45,
scraper_1,4/15/2022 0:10,20384,20199,20199,20171,307483,0,276779,5355,3770,5024,4307,4/15/2022 0:10,1,10,35,45,
scraper_1,4/15/2022 0:11,21002,20700,20700,20672,319954,0,288871,5549,3964,5218,4501,4/15/2022 0:11,1,10,35,45,
scraper_1,4/15/2022 0:11,21449,21202,21202,21174,334065,0,302151,5773,4188,5442,4725,4/15/2022 0:11,1,10,35,45,
scraper_1,4/15/2022 0:12,21864,21705,21705,21677,348945,0,316398,6009,4424,5678,4961,4/15/2022 0:12,1,10,35,45,
scraper_1,4/15/2022 0:13,22255,22207,22207,22179,367193,0,334263,6295,4709,5964,5246,4/15/2022 0:13,1,10,35,45,
scraper_1,4/11/2022 20:31,1,1,1,1,0,0,0,0,0,0,0,4/11/2022 20:31,2,2,3,5,
scraper_2,4/11/2022 20:31,1,1,1,1,0,0,0,1,1,1,1,4/11/2022 20:31,2,2,3,5,
scraper_1,4/12/2022 19:58,1,1,1,1,0,0,0,0,0,0,0,4/12/2022 19:58,2,2,5,10,
scraper_2,4/12/2022 19:58,1,1,1,1,0,0,0,1,1,1,1,4/12/2022 19:58,2,2,5,10,
scraper_2,4/12/2022 20:04,714,502,502,484,18787,42,20289,738,697,737,714,4/12/2022 20:04,2,2,5,10,
scraper_1,4/12/2022 20:04,659,504,504,488,13395,53,14396,760,717,763,736,4/12/2022 20:04,2,2,5,10,
scraper_1,4/12/2022 20:07,1130,1005,1005,989,19554,92,21598,1056,962,1075,997,4/12/2022 20:07,2,2,5,10,
scraper_2,4/12/2022 20:09,1373,1003,1003,985,33961,163,36756,1252,1150,1271,1185,4/12/2022 20:09,2,2,5,10,
scraper_1,4/12/2022 20:11,1713,1507,1507,1492,36779,201,38543,1588,1464,1610,1500,4/12/2022 20:11,2,2,5,10,
scraper_2,4/12/2022 20:13,1729,1525,1525,1507,44868,247,47225,1819,1683,1847,1710,4/12/2022 20:13,2,2,5,10,
scraper_1,4/12/2022 20:15,2118,2008,2008,1992,51406,344,52040,2148,2007,2176,2033,4/12/2022 20:15,2,2,5,10,
scraper_2,4/12/2022 20:17,2236,2027,2027,2009,64247,419,64591,2348,2205,2377,2232,4/12/2022 20:17,2,2,5,10,
scraper_2,4/12/2022 20:20,2715,2531,2531,2513,74365,704,73518,2589,2445,2618,2471,4/12/2022 20:20,2,2,5,10,
scraper_1,4/12/2022 20:21,2680,2522,2522,2506,64417,468,64334,2624,2480,2653,2506,4/12/2022 20:21,2,2,5,10,
scraper_1,4/12/2022 20:23,3189,3031,3031,3015,72681,673,70185,2782,2638,2811,2664,4/12/2022 20:23,2,2,5,10,
scraper_2,4/12/2022 20:24,3040,3036,3036,3018,92569,928,85975,2898,2754,2927,2780,4/12/2022 20:24,2,2,5,10,
scraper_2,4/13/2022 18:55,1,1,1,1,0,0,0,0,0,0,0,4/13/2022 18:55,2,2,5,15,
scraper_1,4/13/2022 18:55,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 18:55,2,2,5,15,
scraper_1,4/13/2022 19:00,751,502,502,486,14406,39,16044,711,695,722,701,4/13/2022 19:00,2,2,5,15,
scraper_2,4/13/2022 19:00,729,502,502,486,17743,20,18560,833,812,845,821,4/13/2022 19:00,2,2,5,15,
scraper_2,4/13/2022 19:03,1165,1008,1008,992,25469,52,26658,1348,1284,1383,1302,4/13/2022 19:03,2,2,5,15,
scraper_1,4/13/2022 19:03,1214,1003,1003,987,30882,64,32104,1379,1305,1431,1328,4/13/2022 19:03,2,2,5,15,
scraper_1,4/13/2022 19:06,1611,1504,1504,1488,44732,99,44885,1853,1725,1922,1765,4/13/2022 19:06,2,2,5,15,
scraper_2,4/13/2022 19:08,1555,1511,1511,1495,47168,109,47103,2169,2032,2240,2074,4/13/2022 19:08,2,2,5,15,
scraper_1,4/13/2022 19:10,2146,2005,2005,1989,65305,205,62944,2433,2293,2504,2335,4/13/2022 19:10,2,2,5,15,
scraper_2,4/13/2022 19:11,2315,2012,2012,1996,56850,357,55719,2527,2387,2598,2429,4/13/2022 19:11,2,2,5,15,
scraper_2,4/13/2022 19:16,2674,2521,2521,2505,60791,661,58932,2788,2645,2858,2687,4/13/2022 19:16,2,2,5,15,
scraper_1,4/13/2022 19:17,2577,2507,2507,2491,80158,312,76137,2837,2694,2907,2736,4/13/2022 19:17,2,2,5,15,
scraper_1,4/13/2022 19:21,3156,3008,3008,2992,92773,380,88953,3109,2965,3178,3007,4/13/2022 19:21,2,2,5,15,
scraper_2,4/13/2022 19:23,3063,3022,3022,3006,74799,977,70923,3144,2999,3212,3041,4/13/2022 19:23,2,2,5,15,
scraper_1,4/13/2022 20:26,1,1,1,1,0,0,0,0,0,0,0,4/13/2022 20:26,2,2,8,10,
scraper_2,4/13/2022 20:26,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 20:26,2,2,8,10,
scraper_2,4/13/2022 20:29,980,510,510,495,12796,44,14203,480,453,482,454,4/13/2022 20:29,2,2,8,10,
scraper_1,4/13/2022 20:30,1047,503,503,487,13120,21,14476,663,607,707,615,4/13/2022 20:30,2,2,8,10,
scraper_2,4/13/2022 20:32,1396,1011,1011,995,20802,98,22787,902,801,953,834,4/13/2022 20:32,2,2,8,10,
scraper_1,4/13/2022 20:32,1567,1007,1007,991,17248,68,19924,945,826,994,868,4/13/2022 20:32,2,2,8,10,
scraper_1,4/13/2022 20:32,2019,1512,1512,1499,17651,68,20537,1038,877,1102,935,4/13/2022 20:32,2,2,8,10,
scraper_2,4/13/2022 20:34,1893,1512,1512,1496,30081,130,31829,1287,1099,1346,1180,4/13/2022 20:34,2,2,8,10,
scraper_1,4/13/2022 20:35,2503,2014,2014,1993,30720,107,33302,1510,1317,1569,1396,4/13/2022 20:35,2,2,8,10,
scraper_2,4/13/2022 20:37,2423,2013,2013,1997,44211,261,43947,1819,1621,1880,1702,4/13/2022 20:37,2,2,8,10,
scraper_1,4/13/2022 20:38,2925,2515,2515,2493,49766,175,51385,2020,1812,2084,1894,4/13/2022 20:38,2,2,8,10,
scraper_2,4/13/2022 20:39,2822,2516,2516,2500,53436,548,51807,2249,2036,2311,2119,4/13/2022 20:39,2,2,8,10,
scraper_2,4/13/2022 20:40,3374,3019,3019,3003,54913,552,52969,2436,2180,2541,2277,4/13/2022 20:40,2,2,8,10,
scraper_1,4/13/2022 20:40,3288,3016,3016,2994,74744,327,72464,2532,2250,2654,2348,4/13/2022 20:40,2,2,8,10,
scraper_2,4/13/2022 20:41,3749,3535,3535,3520,58632,716,55707,2747,2451,2881,2560,4/13/2022 20:41,2,2,8,10,
scraper_1,4/13/2022 20:42,3672,3517,3517,3495,102295,431,95274,3019,2718,3152,2830,4/13/2022 20:42,2,2,8,10,
scraper_1,4/13/2022 20:44,4128,4020,4020,3998,122947,560,114628,3423,3116,3559,3228,4/13/2022 20:44,2,2,8,10,
scraper_1,4/13/2022 20:45,4557,4557,4557,4546,126393,594,117810,3509,3201,3645,3314,4/13/2022 20:45,2,2,8,10,
scraper_2,4/13/2022 20:45,4278,4039,4039,4023,76122,777,70236,3516,3208,3652,3321,4/13/2022 20:45,2,2,8,10,
scraper_2,4/13/2022 20:46,4556,4541,4541,4525,85742,1022,80190,3627,3319,3763,3432,4/13/2022 20:46,2,2,8,10,
scraper_2,4/13/2022 20:52,1,1,1,1,0,0,0,0,0,0,0,4/13/2022 20:52,2,2,8,15,
scraper_1,4/13/2022 20:52,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 20:52,2,2,8,15,
scraper_2,4/13/2022 20:53,777,504,504,488,16153,32,16997,628,578,648,586,4/13/2022 20:53,2,2,8,15,
scraper_1,4/13/2022 20:53,987,507,507,491,12765,54,15053,643,591,663,599,4/13/2022 20:53,2,2,8,15,
scraper_2,4/13/2022 20:54,1358,1005,1005,993,21658,60,23463,954,822,990,843,4/13/2022 20:54,2,2,8,15,
scraper_1,4/13/2022 20:54,1340,1012,1012,996,19209,129,21652,967,825,1029,856,4/13/2022 20:54,2,2,8,15,
scraper_1,4/13/2022 20:55,1848,1514,1514,1498,24431,142,26852,1212,1002,1323,1065,4/13/2022 20:55,2,2,8,15,
scraper_2,4/13/2022 20:55,1666,1506,1506,1494,27285,135,28489,1240,1024,1351,1091,4/13/2022 20:55,2,2,8,15,
scraper_1,4/13/2022 20:56,2256,2019,2019,2005,42627,230,44089,1684,1439,1798,1509,4/13/2022 20:56,2,2,8,15,
scraper_2,4/13/2022 20:57,2092,2014,2014,1998,43332,233,43950,2096,1841,2218,1911,4/13/2022 20:57,2,2,8,15,
scraper_1,4/13/2022 20:57,2748,2520,2520,2503,67545,299,66703,2155,1900,2277,1970,4/13/2022 20:57,2,2,8,15,
scraper_1,4/13/2022 20:58,3183,3025,3025,3008,75925,335,74865,2498,2239,2620,2309,4/13/2022 20:58,2,2,8,15,
scraper_2,4/13/2022 20:58,2811,2518,2518,2504,58282,289,58381,2514,2255,2635,2324,4/13/2022 20:58,2,2,8,15,
scraper_1,4/13/2022 20:59,3614,3527,3527,3510,101942,400,97428,3040,2778,3161,2845,4/13/2022 20:59,2,2,8,15,
scraper_1,4/13/2022 20:59,4210,4042,4042,4032,126479,465,117117,3417,3154,3538,3221,4/13/2022 20:59,2,2,8,15,
scraper_2,4/13/2022 20:59,3202,3020,3020,3004,67823,294,67494,3421,3158,3542,3225,4/13/2022 20:59,2,2,8,15,
scraper_2,4/13/2022 21:01,3811,3710,3710,3694,75055,916,73576,3758,3495,3879,3562,4/13/2022 21:01,2,2,8,15,
scraper_1,4/13/2022 21:11,1,1,1,1,0,0,0,0,0,0,0,4/13/2022 21:11,2,3,5,10,
scraper_2,4/13/2022 21:11,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 21:11,2,3,5,10,
scraper_2,4/13/2022 21:12,1043,522,522,508,12989,64,12952,635,621,634,624,4/13/2022 21:12,2,3,5,10,
scraper_1,4/13/2022 21:12,841,503,503,487,16137,42,16206,636,622,635,625,4/13/2022 21:12,2,3,5,10,
scraper_1,4/13/2022 21:13,1283,1012,1012,996,25732,140,26180,1166,1125,1167,1136,4/13/2022 21:13,2,3,5,10,
scraper_2,4/13/2022 21:13,1357,1027,1027,1013,30303,155,29423,1186,1145,1187,1156,4/13/2022 21:13,2,3,5,10,
scraper_2,4/13/2022 21:14,1879,1528,1528,1513,40685,194,39197,1688,1590,1720,1624,4/13/2022 21:14,2,3,5,10,
scraper_1,4/13/2022 21:14,1840,1516,1516,1501,42100,175,40668,1743,1637,1780,1671,4/13/2022 21:14,2,3,5,10,
scraper_2,4/13/2022 21:15,2280,2061,2061,2045,53470,334,51253,2084,1953,2127,1987,4/13/2022 21:15,2,3,5,10,
scraper_1,4/13/2022 21:15,2261,2020,2020,2005,56755,422,53223,2163,2031,2206,2066,4/13/2022 21:15,2,3,5,10,
scraper_2,4/13/2022 21:16,2637,2563,2563,2547,66704,652,62351,2307,2171,2349,2206,4/13/2022 21:16,2,3,5,10,
scraper_1,4/13/2022 21:16,2562,2526,2526,2510,71670,822,66715,2376,2240,2418,2275,4/13/2022 21:16,2,3,5,10,
scraper_2,4/13/2022 21:17,3132,3065,3065,3053,88434,877,81423,2817,2676,2862,2711,4/13/2022 21:17,2,3,5,10,
scraper_1,4/13/2022 21:17,3055,3028,3028,3012,100956,957,91129,2845,2704,2890,2739,4/13/2022 21:17,2,3,5,10,
scraper_1,4/13/2022 21:25,1,1,1,1,0,0,0,0,0,0,0,4/13/2022 21:25,2,3,5,15,
scraper_2,4/13/2022 21:25,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 21:25,2,3,5,15,
scraper_1,4/13/2022 21:26,917,508,508,492,13512,50,14192,603,559,610,560,4/13/2022 21:26,2,3,5,15,
scraper_2,4/13/2022 21:26,716,506,506,491,11536,65,12874,639,592,646,593,4/13/2022 21:26,2,3,5,15,
scraper_2,4/13/2022 21:27,1077,1011,1011,997,22210,232,23839,1245,1146,1256,1154,4/13/2022 21:27,2,3,5,15,
scraper_1,4/13/2022 21:27,1320,1009,1009,998,30120,108,30232,1246,1146,1257,1154,4/13/2022 21:27,2,3,5,15,
scraper_2,4/13/2022 21:28,1756,1515,1515,1500,34072,383,35190,1704,1575,1721,1582,4/13/2022 21:28,2,3,5,15,
scraper_1,4/13/2022 21:28,1754,1510,1510,1494,46403,201,44215,1705,1576,1722,1583,4/13/2022 21:28,2,3,5,15,
scraper_1,4/13/2022 21:29,2096,2024,2024,2008,67645,495,62662,2103,1970,2120,1979,4/13/2022 21:29,2,3,5,15,
scraper_2,4/13/2022 21:29,2249,2097,2097,2081,49574,637,48818,2105,1972,2122,1981,4/13/2022 21:29,2,3,5,15,
scraper_1,4/13/2022 21:30,2657,2526,2526,2510,82276,668,77128,2462,2326,2479,2337,4/13/2022 21:30,2,3,5,15,
scraper_2,4/13/2022 21:30,2752,2653,2653,2638,59838,860,57867,2560,2423,2577,2435,4/13/2022 21:30,2,3,5,15,
scraper_1,4/13/2022 21:31,3120,3027,3027,3016,100709,716,91788,2780,2643,2797,2655,4/13/2022 21:31,2,3,5,15,
scraper_2,4/13/2022 21:31,3241,3194,3194,3178,86936,1314,81784,2954,2817,2971,2829,4/13/2022 21:31,2,3,5,15,
scraper_1,4/13/2022 21:41,1,1,1,1,0,0,0,0,0,0,0,4/13/2022 21:41,2,3,8,10,
scraper_2,4/13/2022 21:41,1,1,1,1,0,0,0,1,1,1,1,4/13/2022 21:41,2,3,8,10,
scraper_1,4/13/2022 21:42,1074,505,505,493,9229,12,10146,577,522,583,539,4/13/2022 21:42,2,3,8,10,
scraper_2,4/13/2022 21:42,673,503,503,488,18777,46,19223,582,525,588,543,4/13/2022 21:42,2,3,8,10,
scraper_2,4/13/2022 21:43,1194,1004,1004,988,25392,56,27533,824,712,840,742,4/13/2022 21:43,2,3,8,10,
scraper_1,4/13/2022 21:43,1420,1006,1006,990,9869,32,11200,843,715,848,752,4/13/2022 21:43,2,3,8,10,
scraper_2,4/13/2022 21:44,1925,1507,1507,1492,25566,57,27723,920,716,866,769,4/13/2022 21:44,2,3,8,10,
scraper_1,4/13/2022 21:45,1810,1515,1515,1499,11516,53,13662,1059,770,952,856,4/13/2022 21:45,2,3,8,10,
scraper_2,4/13/2022 21:45,2128,2013,2013,1996,36143,62,37612,1282,980,1180,1072,4/13/2022 21:45,2,3,8,10,
scraper_1,4/13/2022 21:46,2233,2023,2023,2007,22196,196,24364,1642,1326,1545,1420,4/13/2022 21:46,2,3,8,10,
scraper_2,4/13/2022 21:46,3037,2520,2520,2502,52894,110,53331,1769,1444,1672,1540,4/13/2022 21:46,2,3,8,10,
scraper_1,4/13/2022 21:47,2664,2529,2529,2513,30614,350,32878,1929,1594,1831,1693,4/13/2022 21:47,2,3,8,10,
scraper_2,4/13/2022 21:47,3249,3021,3021,3002,68909,180,68739,2205,1865,2106,1961,4/13/2022 21:47,2,3,8,10,
scraper_1,4/13/2022 21:48,3416,3030,3030,3014,47889,516,50104,2415,2059,2316,2164,4/13/2022 21:48,2,3,8,10,
scraper_1,4/13/2022 21:49,3769,3537,3537,3520,60164,718,62149,2722,2352,2623,2459,4/13/2022 21:49,2,3,8,10,
scraper_2,4/13/2022 21:49,3886,3522,3522,3504,81185,218,80589,2780,2405,2678,2511,4/13/2022 21:49,2,3,8,10,
scraper_1,4/13/2022 21:50,4230,4040,4040,4022,65155,789,67015,2967,2567,2877,2671,4/13/2022 21:50,2,3,8,10,
scraper_2,4/13/2022 21:50,4307,4029,4029,4010,91313,344,89424,3066,2650,2994,2759,4/13/2022 21:50,2,3,8,10,
scraper_1,4/13/2022 21:50,4744,4547,4547,4529,67386,864,68461,3212,2767,3185,2893,4/13/2022 21:50,2,3,8,10,
scraper_2,4/13/2022 21:50,4688,4533,4533,4514,104305,549,100039,3271,2826,3244,2952,4/13/2022 21:50,2,3,8,10,
scraper_2,4/13/2022 21:51,5172,5039,5039,5027,132566,686,123237,3622,3164,3595,3296,4/13/2022 21:51,2,3,8,10,
scraper_1,4/13/2022 21:52,5110,5052,5052,5033,76912,1236,75222,3787,3329,3760,3461,4/13/2022 21:52,2,3,8,10,
scraper_2,4/13/2022 21:52,5548,5540,5540,5526,162333,688,145626,3984,3525,3957,3657,4/13/2022 21:52,2,3,8,10,
scraper_1,4/13/2022 21:53,5590,5553,5553,5534,102283,1636,96358,4004,3545,3977,3677,4/13/2022 21:53,2,3,8,10,
scraper_1,4/14/2022 4:04,1,1,1,1,0,0,0,0,0,0,0,4/14/2022 4:04,2,3,8,15,
scraper_2,4/14/2022 4:04,1,1,1,1,0,0,0,1,1,1,1,4/14/2022 4:04,2,3,8,15,
scraper_2,4/14/2022 4:04,963,508,508,492,11404,43,12793,355,286,393,321,4/14/2022 4:04,2,3,8,15,
scraper_1,4/14/2022 4:05,986,502,502,487,6754,5,7580,368,290,415,328,4/14/2022 4:05,2,3,8,15,
scraper_2,4/14/2022 4:05,1337,1012,1012,996,16199,44,18716,548,406,597,452,4/14/2022 4:05,2,3,8,15,
scraper_1,4/14/2022 4:05,1483,1006,1006,993,8557,6,9383,816,648,890,702,4/14/2022 4:05,2,3,8,15,
scraper_2,4/14/2022 4:06,1742,1513,1513,1497,34344,58,35988,971,786,1056,852,4/14/2022 4:06,2,3,8,15,
scraper_1,4/14/2022 4:06,1839,1512,1512,1493,10252,29,11136,1203,990,1302,1067,4/14/2022 4:06,2,3,8,15,
scraper_2,4/14/2022 4:07,2189,2020,2020,2006,47613,78,50025,1378,1159,1488,1232,4/14/2022 4:07,2,3,8,15,
scraper_1,4/14/2022 4:07,2372,2019,2019,1999,27271,150,27652,1827,1594,1937,1666,4/14/2022 4:07,2,3,8,15,
scraper_2,4/14/2022 4:07,2825,2521,2521,2507,64163,249,65884,1945,1710,2054,1783,4/14/2022 4:07,2,3,8,15,
scraper_2,4/14/2022 4:08,3312,3027,3027,3013,73950,349,75147,2277,2002,2398,2075,4/14/2022 4:08,2,3,8,15,
scraper_1,4/14/2022 4:08,2695,2520,2520,2500,43260,388,41303,2295,2019,2418,2093,4/14/2022 4:08,2,3,8,15,
scraper_2,4/14/2022 4:09,3787,3528,3528,3512,75077,363,75742,2451,2140,2641,2241,4/14/2022 4:09,2,3,8,15,
scraper_1,4/14/2022 4:09,3246,3021,3021,3000,62957,607,57722,2546,2227,2734,2328,4/14/2022 4:09,2,3,8,15,
scraper_2,4/14/2022 4:10,4136,4029,4029,4014,93054,632,91335,2755,2436,2943,2537,4/14/2022 4:10,2,3,8,15,
scraper_2,4/14/2022 4:11,4809,4575,4575,4559,111138,724,107155,3089,2766,3277,2869,4/14/2022 4:11,2,3,8,15,
scraper_2,4/14/2022 4:11,5159,5078,5078,5062,130037,801,123578,3400,3071,3586,3174,4/14/2022 4:11,2,3,8,15,
scraper_1,4/14/2022 4:11,3735,3524,3524,3502,74086,638,68684,3423,3094,3609,3197,4/14/2022 4:11,2,3,8,15,
scraper_1,4/14/2022 4:16,4144,4025,4025,4003,83413,841,78230,3720,3391,3906,3494,4/14/2022 4:16,2,3,8,15,
scraper_1,4/14/2022 4:20,4584,4526,4526,4504,108102,1128,98821,3804,3473,3991,3575,4/14/2022 4:20,2,3,8,15,
scraper_3,4/11/2022 20:50,1,1,1,1,0,0,0,0,0,0,0,4/11/2022 20:50,4,1,1,2,MACHINE_NAME_HERE
scraper_2,4/11/2022 20:50,1,1,1,1,0,0,0,1,1,1,1,4/11/2022 20:50,4,1,1,2,MACHINE_NAME_HERE
scraper_4,4/11/2022 20:50,1,1,1,1,0,0,0,1,1,1,1,4/11/2022 20:50,4,1,1,2,MACHINE_NAME_HERE
scraper_1,4/11/2022 20:50,1,1,1,1,0,0,0,1,1,1,1,4/11/2022 20:50,4,1,1,2,MACHINE_NAME_HERE
scraper_3,4/11/2022 20:51,720,528,528,518,12286,66,13653,882,788,932,813,4/11/2022 20:51,4,1,1,2,MACHINE_NAME_HERE
scraper_1,4/11/2022 20:51,824,507,507,491,15426,110,15922,906,801,961,835,4/11/2022 20:51,4,1,1,2,MACHINE_NAME_HERE
scraper_2,4/11/2022 20:51,739,514,514,499,8182,104,9584,916,810,971,844,4/11/2022 20:51,4,1,1,2,MACHINE_NAME_HERE
scraper_4,4/11/2022 20:51,712,504,504,489,5096,83,5904,939,823,995,856,4/11/2022 20:51,4,1,1,2,MACHINE_NAME_HERE
scraper_2,4/11/2022 20:53,1414,1017,1017,1001,17129,248,18118,1661,1490,1733,1534,4/11/2022 20:53,4,1,1,2,MACHINE_NAME_HERE
scraper_4,4/11/2022 20:53,1202,1012,1012,996,13071,309,13964,1780,1608,1853,1651,4/11/2022 20:53,4,1,1,2,MACHINE_NAME_HERE
scraper_1,4/11/2022 20:53,1220,1065,1065,1051,34464,246,35653,1782,1610,1855,1653,4/11/2022 20:53,4,1,1,2,MACHINE_NAME_HERE
scraper_3,4/11/2022 20:53,1368,1033,1033,1017,20592,185,22101,1819,1647,1892,1690,4/11/2022 20:53,4,1,1,2,MACHINE_NAME_HERE
scraper_2,4/11/2022 20:54,1680,1594,1594,1578,24408,619,25038,2305,2105,2384,2152,4/11/2022 20:54,4,1,1,2,MACHINE_NAME_HERE
scraper_1,4/11/2022 20:54,1728,1571,1571,1555,52077,412,51312,2314,2114,2393,2161,4/11/2022 20:54,4,1,1,2,MACHINE_NAME_HERE
scraper_4,4/11/2022 20:54,1574,1516,1516,1500,22220,617,21928,2338,2138,2417,2185,4/11/2022 20:54,4,1,1,2,MACHINE_NAME_HERE
scraper_3,4/11/2022 20:55,1581,1535,1535,1520,25044,447,26770,2385,2185,2464,2232,4/11/2022 20:55,4,1,1,2,MACHINE_NAME_HERE
scraper_1,4/12/2022 21:42,1,1,1,1,0,0,0,0,0,0,0,4/12/2022 21:42,4,2,5,10,
scraper_3,4/12/2022 21:42,1,1,1,1,0,0,0,1,1,1,1,4/12/2022 21:42,4,2,5,10,
scraper_4,4/12/2022 21:42,1,1,1,1,0,0,0,1,1,1,1,4/12/2022 21:42,4,2,5,10,
scraper_2,4/12/2022 21:42,1,1,1,1,0,0,0,1,1,1,1,4/12/2022 21:42,4,2,5,10,
scraper_2,4/12/2022 21:44,920,503,503,487,10829,102,11914,717,655,722,671,4/12/2022 21:44,4,2,5,10,
scraper_4,4/12/2022 21:45,742,502,502,486,12065,147,12659,962,888,969,904,4/12/2022 21:45,4,2,5,10,
