scraper_name,start_time,enqueued,dequeued,request_count,response_count,duplicates_filtered_internal,duplicates_filtered_from_others,offsites_filtered,computing_count,undergrad_count,research_count,online_count,current_time,subprocesses,initial_depth,filter_depth,max_depth,
scraper_1,4/14/2022 1:12,1,1,1,1,0,0,0,0,0,0,0,4/14/2022 1:12,1,2,5,10,
scraper_1,4/14/2022 1:15,933,502,502,486,13462,0,13669,369,353,372,356,4/14/2022 1:15,1,2,5,10,
scraper_1,4/14/2022 1:18,1403,1004,1004,984,26247,0,26622,725,681,732,683,4/14/2022 1:18,1,2,5,10,
scraper_1,4/14/2022 1:21,1808,1505,1505,1485,40851,0,41946,1058,987,1067,995,4/14/2022 1:21,1,2,5,10,
scraper_1,4/14/2022 1:25,2284,2007,2007,1987,54868,0,54762,1346,1269,1355,1280,4/14/2022 1:25,1,2,5,10,
scraper_1,4/14/2022 1:27,2760,2508,2508,2485,73228,0,70489,1661,1542,1708,1573,4/14/2022 1:27,1,2,5,10,
scraper_1,4/14/2022 1:29,3149,3009,3009,2986,89469,0,85983,1963,1810,2012,1848,4/14/2022 1:29,1,2,5,10,
scraper_1,4/14/2022 1:32,3700,3513,3513,3490,120975,0,110485,2389,2232,2437,2269,4/14/2022 1:32,1,2,5,10,
scraper_1,4/14/2022 1:34,4085,4022,4022,3999,142546,0,129110,2722,2559,2770,2598,4/14/2022 1:34,1,2,5,10,
scraper_1,4/14/2022 1:36,1,1,1,1,0,0,0,0,0,0,0,4/14/2022 1:36,1,2,5,15,
scraper_1,4/14/2022 1:36,950,502,502,486,12012,0,12303,346,330,351,330,4/14/2022 1:36,1,2,5,15,
scraper_1,4/14/2022 1:37,1356,1003,1003,987,26679,0,27337,757,720,765,721,4/14/2022 1:37,1,2,5,15,
scraper_1,4/14/2022 1:37,1808,1508,1508,1494,39673,0,41312,1093,1020,1116,1036,4/14/2022 1:37,1,2,5,15,
scraper_1,4/14/2022 1:37,2324,2013,2013,1995,51411,0,51737,1312,1191,1374,1238,4/14/2022 1:37,1,2,5,15,
scraper_1,4/14/2022 1:38,2628,2514,2514,2498,76739,0,73904,1720,1572,1782,1623,4/14/2022 1:38,1,2,5,15,
scraper_1,4/14/2022 1:38,3294,3015,3015,2996,92896,0,88746,2030,1863,2089,1917,4/14/2022 1:38,1,2,5,15,
scraper_1,4/14/2022 1:38,3631,3518,3518,3499,109705,0,101140,2284,2112,2342,2168,4/14/2022 1:38,1,2,5,15,
scraper_1,4/14/2022 1:39,4043,4019,4019,4000,139019,0,126333,2701,2525,2762,2581,4/14/2022 1:39,1,2,5,15,
scraper_1,4/14/2022 1:44,1,1,1,1,0,0,0,0,0,0,0,4/14/2022 1:44,1,2,8,10,
scraper_1,4/14/2022 1:44,1118,504,504,488,10328,0,11666,247,204,254,227,4/14/2022 1:44,1,2,8,10,
scraper_1,4/14/2022 1:45,1482,1006,1006,992,13979,0,16316,420,321,434,363,4/14/2022 1:45,1,2,8,10,
scraper_1,4/14/2022 1:46,1839,1508,1508,1492,33544,0,36570,847,727,859,771,4/14/2022 1:46,1,2,8,10,
scraper_1,4/14/2022 1:47,2296,2010,2010,1994,46614,0,51188,1143,1002,1169,1061,4/14/2022 1:47,1,2,8,10,
scraper_1,4/14/2022 1:47,3023,2520,2520,2507,54278,0,58086,1298,1120,1368,1188,4/14/2022 1:47,1,2,8,10,
scraper_1,4/14/2022 1:47,3432,3030,3030,3015,60906,0,63828,1425,1211,1527,1297,4/14/2022 1:47,1,2,8,10,
scraper_1,4/14/2022 1:47,3800,3534,3534,3515,81537,0,82845,1774,1544,1886,1627,4/14/2022 1:47,1,2,8,10,
scraper_1,4/14/2022 1:49,4274,4035,4035,4016,102186,0,101441,2109,1876,2221,1959,4/14/2022 1:49,1,2,8,10,
scraper_1,4/14/2022 1:51,4813,4536,4536,4517,113920,0,112819,2342,2109,2454,2192,4/14/2022 1:51,1,2,8,10,
scraper_1,4/14/2022 1:52,5179,5039,5039,5020,138037,0,133662,2733,2487,2844,2575,4/14/2022 1:52,1,2,8,10,
scraper_1,4/14/2022 1:52,5729,5545,5545,5526,149232,0,143044,2955,2641,3045,2727,4/14/2022 1:52,1,2,8,10,
scraper_1,4/14/2022 1:53,6209,6051,6051,6032,160498,0,153113,3116,2801,3205,2885,4/14/2022 1:53,1,2,8,10,
scraper_1,4/14/2022 1:53,6575,6552,6552,6533,198521,0,183167,3591,3274,3680,3360,4/14/2022 1:53,1,2,8,10,
scraper_1,4/14/2022 1:54,1,1,1,1,0,0,0,0,0,0,0,4/14/2022 1:54,1,2,8,15,
scraper_1,4/14/2022 1:54,1030,505,505,489,14651,0,14774,337,302,339,306,4/14/2022 1:54,1,2,8,15,
scraper_1,4/14/2022 1:55,1477,1009,1009,993,21787,0,23931,511,455,539,456,4/14/2022 1:55,1,2,8,15,
scraper_1,4/14/2022 1:55,2220,1511,1511,1495,30492,0,33247,701,617,740,630,4/14/2022 1:55,1,2,8,15,
scraper_1,4/14/2022 1:55,2532,2020,2020,2005,33430,0,36931,812,687,859,726,4/14/2022 1:55,1,2,8,15,
scraper_1,4/14/2022 1:55,3018,2528,2528,2516,35728,0,39950,902,739,952,810,4/14/2022 1:55,1,2,8,15,
scraper_1,4/14/2022 1:55,3466,3029,3029,3012,37933,0,42284,984,785,1024,866,4/14/2022 1:55,1,2,8,15,
scraper_1,4/14/2022 1:55,3886,3530,3530,3512,50888,0,55295,1238,1023,1283,1110,4/14/2022 1:55,1,2,8,15,
scraper_1,4/14/2022 1:56,4366,4036,4036,4015,67987,0,72509,1547,1323,1591,1417,4/14/2022 1:56,1,2,8,15,
scraper_1,4/14/2022 1:56,4891,4552,4552,4530,79728,0,83564,1791,1567,1835,1661,4/14/2022 1:56,1,2,8,15,
scraper_1,4/14/2022 1:57,5377,5056,5056,5034,98675,0,100558,2112,1875,2155,1978,4/14/2022 1:57,1,2,8,15,
scraper_1,4/14/2022 1:57,5816,5558,5558,5536,117649,0,118205,2449,2192,2503,2290,4/14/2022 1:57,1,2,8,15,
scraper_1,4/14/2022 1:57,6292,6064,6064,6042,121308,0,121651,2534,2242,2652,2365,4/14/2022 1:57,1,2,8,15,
scraper_1,4/14/2022 1:57,6680,6565,6565,6541,145231,0,140675,2881,2553,2998,2682,4/14/2022 1:57,1,2,8,15,
scraper_1,4/14/2022 1:57,7252,7070,7070,7045,163516,0,156935,3191,2811,3283,2936,4/14/2022 1:57,1,2,8,15,
scraper_1,4/14/2022 1:59,1,1,1,1,0,0,0,0,0,0,0,4/14/2022 1:59,1,3,5,10,
scraper_1,4/14/2022 1:59,1005,506,506,490,13624,0,13926,354,329,363,337,4/14/2022 1:59,1,3,5,10,
scraper_1,4/14/2022 1:59,1415,1010,1010,994,22997,0,24215,617,555,635,567,4/14/2022 1:59,1,3,5,10,
scraper_1,4/14/2022 2:00,1903,1513,1513,1496,34723,0,36226,871,782,891,793,4/14/2022 2:00,1,3,5,10,
scraper_1,4/14/2022 2:00,2276,2014,2014,1996,55848,0,57007,1321,1210,1338,1227,4/14/2022 2:00,1,3,5,10,
scraper_1,4/14/2022 2:00,2697,2521,2521,2500,73619,0,71803,1635,1484,1690,1518,4/14/2022 2:00,1,3,5,10,
scraper_1,4/14/2022 2:01,3274,3026,3026,2996,93281,0,89397,1944,1772,1994,1810,4/14/2022 2:01,1,3,5,10,
scraper_1,4/14/2022 2:01,3679,3529,3529,3492,108358,0,101185,2218,2042,2268,2083,4/14/2022 2:01,1,3,5,10,
scraper_1,4/14/2022 2:02,4103,4031,4031,3997,139819,0,127062,2653,2475,2704,2516,4/14/2022 2:02,1,3,5,10,
scraper_1,4/14/2022 2:03,1,1,1,1,0,0,0,0,0,0,0,4/14/2022 2:03,1,3,5,15,
scraper_1,4/14/2022 2:03,898,508,508,492,8477,0,8539,263,222,269,241,4/14/2022 2:03,1,3,5,15,
scraper_1,4/14/2022 2:03,1369,1016,1016,1000,15816,0,17119,526,441,543,466,4/14/2022 2:03,1,3,5,15,
scraper_1,4/14/2022 2:03,1840,1520,1520,1503,35006,0,35600,956,849,975,882,4/14/2022 2:03,1,3,5,15,
scraper_1,4/14/2022 2:04,2311,2024,2024,2006,54456,0,54269,1335,1215,1358,1243,4/14/2022 2:04,1,3,5,15,
scraper_1,4/14/2022 2:04,2778,2530,2530,2511,71656,0,69684,1635,1508,1663,1538,4/14/2022 2:04,1,3,5,15,
scraper_1,4/14/2022 2:04,3228,3033,3033,3011,84510,0,81492,1904,1739,1965,1793,4/14/2022 2:04,1,3,5,15,
scraper_1,4/14/2022 2:04,3760,3535,3535,3513,107416,0,100744,2256,2062,2308,2121,4/14/2022 2:04,1,3,5,15,
scraper_1,4/14/2022 2:05,4120,4038,4038,4016,135488,0,121138,2616,2421,2667,2480,4/14/2022 2:05,1,3,5,15,
scraper_1,4/14/2022 2:07,1,1,1,1,0,0,0,0,0,0,0,4/14/2022 2:07,1,3,8,10,
scraper_1,4/14/2022 2:07,990,502,502,486,13993,0,15482,355,331,361,335,4/14/2022 2:07,1,3,8,10,
scraper_1,4/14/2022 2:07,1480,1005,1005,991,21817,0,24219,563,495,576,512,4/14/2022 2:07,1,3,8,10,
scraper_1,4/14/2022 2:07,1990,1508,1508,1492,27262,0,30222,704,610,723,629,4/14/2022 2:07,1,3,8,10,
scraper_1,4/14/2022 2:08,2384,2009,2009,1992,45903,0,48936,1076,965,1096,989,4/14/2022 2:08,1,3,8,10,
scraper_1,4/14/2022 2:08,2837,2516,2516,2498,66874,0,70951,1442,1319,1466,1347,4/14/2022 2:08,1,3,8,10,
scraper_1,4/14/2022 2:08,3367,3018,3018,2999,80377,0,83749,1680,1556,1704,1585,4/14/2022 2:08,1,3,8,10,
scraper_1,4/14/2022 2:09,3842,3530,3530,3511,93577,0,95819,1955,1822,1979,1855,4/14/2022 2:09,1,3,8,10,
scraper_1,4/14/2022 2:09,4315,4031,4031,4012,108290,0,109673,2191,2050,2213,2087,4/14/2022 2:09,1,3,8,10,
scraper_1,4/14/2022 2:09,4813,4535,4535,4513,127160,0,126474,2515,2344,2540,2381,4/14/2022 2:09,1,3,8,10,
scraper_1,4/14/2022 2:09,5279,5053,5053,5031,128678,0,127380,2563,2356,2652,2420,4/14/2022 2:09,1,3,8,10,
scraper_1,4/14/2022 2:10,5737,5565,5565,5545,145418,0,140641,2836,2568,2915,2635,4/14/2022 2:10,1,3,8,10,
scraper_1,4/14/2022 2:10,6201,6073,6073,6051,175280,0,161766,3208,2915,3284,2981,4/14/2022 2:10,1,3,8,10,
scraper_1,4/14/2022 2:11,1,1,1,1,0,0,0,0,0,0,0,4/14/2022 2:11,1,3,8,15,
scraper_1,4/14/2022 2:11,1190,508,508,492,8363,0,9008,153,134,163,138,4/14/2022 2:11,1,3,8,15,
scraper_1,4/14/2022 2:11,1651,1048,1048,1029,10557,0,11198,263,205,323,213,4/14/2022 2:11,1,3,8,15,
scraper_1,4/14/2022 2:11,2062,1550,1550,1531,17402,0,18920,443,354,533,360,4/14/2022 2:11,1,3,8,15,
scraper_1,4/14/2022 2:11,2628,2069,2069,2051,23397,0,25906,613,484,711,502,4/14/2022 2:11,1,3,8,15,
scraper_1,4/14/2022 2:11,3031,2570,2570,2552,23498,0,26020,671,488,774,533,4/14/2022 2:11,1,3,8,15,
scraper_1,4/14/2022 2:12,3444,3071,3071,3051,43229,0,44841,997,798,1106,869,4/14/2022 2:12,1,3,8,15,
scraper_1,4/14/2022 2:12,3920,3576,3576,3554,65024,0,64935,1368,1162,1476,1232,4/14/2022 2:12,1,3,8,15,
scraper_1,4/14/2022 2:12,4411,4078,4078,4054,82335,0,81729,1664,1450,1774,1520,4/14/2022 2:12,1,3,8,15,
scraper_1,4/14/2022 2:13,4822,4581,4581,4556,93659,0,92528,1917,1699,2027,1770,4/14/2022 2:13,1,3,8,15,
scraper_1,4/14/2022 2:13,5337,5086,5086,5066,98290,0,97225,2043,1787,2210,1871,4/14/2022 2:13,1,3,8,15,
scraper_1,4/14/2022 2:13,5828,5593,5593,5567,111452,0,107489,2240,1950,2426,2053,4/14/2022 2:13,1,3,8,15,
scraper_1,4/14/2022 2:13,6270,6099,6099,6071,125483,0,120999,2620,2238,2783,2437,4/14/2022 2:13,1,3,8,15,
scraper_1,4/14/2022 2:14,6669,6601,6601,6573,138580,0,131886,2875,2427,3009,2622,4/14/2022 2:14,1,3,8,15,
scraper_1,4/14/2022 2:14,7341,7107,7107,7079,152528,0,145485,3105,2654,3239,2851,4/14/2022 2:14,1,3,8,15,
scraper_1,4/14/2022 2:14,7707,7608,7608,7580,184104,0,170270,3504,3047,3637,3248,4/14/2022 2:14,1,3,8,15,
scraper_1,4/14/2022 19:10,1,1,1,1,0,0,0,0,0,0,0,4/14/2022 19:10,1,5,25,45,
scraper_1,4/14/2022 19:12,1176,505,505,490,18460,0,19814,342,313,348,311,4/14/2022 19:12,1,5,25,45,
scraper_1,4/14/2022 19:12,2309,1009,1009,993,19760,0,21770,415,338,397,340,4/14/2022 19:12,1,5,25,45,
scraper_1,4/14/2022 19:12,2387,1510,1510,1494,19944,0,21838,484,339,400,348,4/14/2022 19:12,1,5,25,45,
scraper_1,4/14/2022 19:13,2621,2013,2013,1997,20821,0,22685,536,357,438,372,4/14/2022 19:13,1,5,25,45,
scraper_1,4/14/2022 19:14,3184,2517,2517,2502,27982,0,31420,700,479,610,511,4/14/2022 19:14,1,5,25,45,
scraper_1,4/14/2022 19:14,3934,3026,3026,3007,29982,0,33687,783,492,724,532,4/14/2022 19:14,1,5,25,45,
scraper_1,4/14/2022 19:14,4599,3529,3529,3517,31760,0,34627,926,511,809,551,4/14/2022 19:14,1,5,25,45,
scraper_1,4/14/2022 19:14,4975,4030,4030,4016,34182,0,34839,960,518,824,554,4/14/2022 19:14,1,5,25,45,
scraper_1,4/14/2022 19:14,5421,4532,4532,4515,35426,0,35353,1073,532,896,566,4/14/2022 19:14,1,5,25,45,
scraper_1,4/14/2022 19:15,5751,5040,5040,5021,36439,0,36398,1149,545,966,592,4/14/2022 19:15,1,5,25,45,
scraper_1,4/14/2022 19:15,6307,5543,5543,5521,37321,0,36818,1211,551,1047,604,4/14/2022 19:15,1,5,25,45,
scraper_1,4/14/2022 19:15,6751,6049,6049,6027,38241,0,37558,1350,568,1196,721,4/14/2022 19:15,1,5,25,45,
scraper_1,4/14/2022 19:15,7153,6556,6556,6533,38942,0,38750,1439,586,1331,834,4/14/2022 19:15,1,5,25,45,
scraper_1,4/14/2022 19:15,7741,7059,7059,7036,40503,0,39695,1485,590,1393,851,4/14/2022 19:15,1,5,25,45,
scraper_1,4/14/2022 19:15,8122,7561,7561,7538,41804,0,40087,1512,593,1414,869,4/14/2022 19:15,1,5,25,45,
scraper_1,4/14/2022 19:18,8674,8062,8062,8034,57007,0,55877,1846,901,1750,1182,4/14/2022 19:18,1,5,25,45,
scraper_1,4/14/2022 19:33,9168,8563,8563,8535,85502,0,82714,2301,1348,2203,1629,4/14/2022 19:33,1,5,25,45,
scraper_1,4/14/2022 19:42,10109,9067,9067,9039,103543,0,99954,2604,1610,2494,1908,4/14/2022 19:42,1,5,25,45,
scraper_1,4/14/2022 19:42,10475,9569,9569,9541,107710,0,102181,2643,1614,2506,1930,4/14/2022 19:42,1,5,25,45,
scraper_1,4/14/2022 19:43,10870,10071,10071,10043,117053,0,113980,2650,1616,2511,1934,4/14/2022 19:43,1,5,25,45,
scraper_1,4/14/2022 19:43,11258,10573,10573,10545,126460,0,122573,2663,1620,2517,1940,4/14/2022 19:43,1,5,25,45,
scraper_1,4/14/2022 19:43,11865,11074,11074,11046,127594,0,124321,2732,1629,2543,1966,4/14/2022 19:43,1,5,25,45,
scraper_1,4/14/2022 19:43,12201,11585,11585,11557,128819,0,126267,2797,1644,2581,2005,4/14/2022 19:43,1,5,25,45,
scraper_1,4/14/2022 19:44,12681,12086,12086,12059,129604,0,127730,2849,1647,2600,2027,4/14/2022 19:44,1,5,25,45,
scraper_1,4/14/2022 19:44,13299,12590,12590,12562,130323,0,129547,2894,1654,2618,2051,4/14/2022 19:44,1,5,25,45,
scraper_1,4/14/2022 19:44,13969,13108,13108,13080,131092,0,131216,2960,1663,2654,2069,4/14/2022 19:44,1,5,25,45,
scraper_1,4/14/2022 19:44,14194,13611,13611,13583,132000,0,131914,3001,1669,2678,2079,4/14/2022 19:44,1,5,25,45,
scraper_1,4/14/2022 19:45,14560,14113,14113,14085,147273,0,147725,3281,1911,2948,2350,4/14/2022 19:45,1,5,25,45,
scraper_1,4/14/2022 19:49,14865,14615,14615,14587,177983,0,175781,3742,2361,3410,2798,4/14/2022 19:49,1,5,25,45,
scraper_1,4/14/2022 19:51,15345,15116,15116,15088,205659,0,202531,4160,2762,3828,3204,4/14/2022 19:51,1,5,25,45,
scraper_1,4/14/2022 19:57,15746,15618,15618,15591,236659,0,227498,4573,3160,4235,3603,4/14/2022 19:57,1,5,25,45,
scraper_1,4/14/2022 19:57,16294,16120,16120,16092,245829,0,235923,4709,3293,4370,3738,4/14/2022 19:57,1,5,25,45,
scraper_1,4/14/2022 20:07,16834,16621,16621,16593,259702,0,249427,4934,3518,4595,3963,4/14/2022 20:07,1,5,25,45,
scraper_1,4/14/2022 20:12,17414,17122,17122,17094,272099,0,261594,5139,3723,4800,4168,4/14/2022 20:12,1,5,25,45,
scraper_1,4/14/2022 20:18,17835,17623,17623,17595,285704,0,274416,5387,3971,5048,4416,4/14/2022 20:18,1,5,25,45,
scraper_1,4/14/2022 20:19,18146,18124,18124,18097,302823,0,291296,5655,4238,5316,4684,4/14/2022 20:19,1,5,25,45,
scraper_1,4/14/2022 19:18,1,1,1,1,0,0,0,0,0,0,0,4/14/2022 19:18,1,5,35,45,
scraper_1,4/14/2022 19:28,1308,502,502,486,22496,0,23560,397,376,401,381,4/14/2022 19:28,1,5,35,45,
scraper_1,4/14/2022 19:33,1932,1003,1003,987,41731,0,43679,747,710,765,717,4/14/2022 19:33,1,5,35,45,
scraper_1,4/14/2022 19:35,2327,1504,1504,1488,54370,0,56917,1001,939,1026,946,4/14/2022 19:35,1,5,35,45,
scraper_1,4/14/2022 19:35,2934,2005,2005,1989,58301,0,60660,1088,997,1112,1003,4/14/2022 19:35,1,5,35,45,
scraper_1,4/14/2022 19:39,3360,2508,2508,2489,79842,0,81548,1435,1332,1466,1333,4/14/2022 19:39,1,5,35,45,
scraper_1,4/14/2022 19:39,3911,3013,3013,2994,86862,0,89400,1588,1436,1630,1466,4/14/2022 19:39,1,5,35,45,
scraper_1,4/14/2022 19:39,4763,3525,3525,3503,88356,0,90667,1678,1446,1677,1484,4/14/2022 19:39,1,5,35,45,
scraper_1,4/14/2022 19:40,5430,4046,4046,4027,89827,0,91039,1765,1461,1725,1488,4/14/2022 19:40,1,5,35,45,
scraper_1,4/14/2022 19:40,5566,4566,4566,4546,90312,0,91112,1784,1462,1741,1502,4/14/2022 19:40,1,5,35,45,
scraper_1,4/14/2022 19:40,6086,5070,5070,5048,91757,0,91445,1836,1469,1790,1507,4/14/2022 19:40,1,5,35,45,
scraper_1,4/14/2022 19:40,6481,5575,5575,5553,94517,0,91841,1921,1481,1874,1516,4/14/2022 19:40,1,5,35,45,
scraper_1,4/14/2022 19:40,6958,6089,6089,6067,95723,0,92462,2036,1495,1972,1538,4/14/2022 19:40,1,5,35,45,
scraper_1,4/14/2022 19:41,7502,6593,6593,6571,96158,0,93285,2141,1504,2111,1648,4/14/2022 19:41,1,5,35,45,
scraper_1,4/14/2022 19:41,7997,7104,7104,7083,97217,0,94605,2275,1509,2298,1828,4/14/2022 19:41,1,5,35,45,
scraper_1,4/14/2022 19:41,8461,7606,7606,7583,98280,0,95739,2363,1523,2409,1853,4/14/2022 19:41,1,5,35,45,
scraper_1,4/14/2022 19:42,8911,8107,8107,8084,99754,0,96038,2392,1524,2437,1867,4/14/2022 19:42,1,5,35,45,
scraper_1,4/14/2022 19:43,9642,8610,8610,8587,101464,0,98112,2436,1532,2469,1895,4/14/2022 19:43,1,5,35,45,
scraper_1,4/14/2022 19:44,9997,9114,9114,9089,108778,0,105385,2455,1533,2479,1904,4/14/2022 19:44,1,5,35,45,
scraper_1,4/14/2022 19:44,10744,9618,9618,9594,113073,0,108592,2507,1544,2513,1940,4/14/2022 19:44,1,5,35,45,
scraper_1,4/14/2022 19:45,11124,10120,10120,10095,121560,0,116985,2517,1547,2517,1947,4/14/2022 19:45,1,5,35,45,
scraper_1,4/14/2022 19:45,11751,10627,10627,10600,124346,0,122380,2567,1552,2530,1970,4/14/2022 19:45,1,5,35,45,
scraper_1,4/14/2022 19:45,11946,11128,11128,11102,125053,0,123433,2634,1557,2558,1990,4/14/2022 19:45,1,5,35,45,
scraper_1,4/14/2022 19:45,12432,11632,11632,11605,125779,0,125042,2676,1563,2585,2012,4/14/2022 19:45,1,5,35,45,
scraper_1,4/14/2022 19:45,12984,12133,12133,12106,126302,0,126470,2728,1566,2598,2032,4/14/2022 19:45,1,5,35,45,
scraper_1,4/14/2022 19:46,13573,12638,12638,12611,127192,0,128342,2779,1570,2614,2052,4/14/2022 19:46,1,5,35,45,
scraper_1,4/14/2022 19:46,13891,13139,13139,13112,128037,0,129285,2838,1577,2644,2070,4/14/2022 19:46,1,5,35,45,
scraper_1,4/14/2022 19:47,14170,13641,13641,13613,145507,0,147256,3156,1857,2966,2357,4/14/2022 19:47,1,5,35,45,
scraper_1,4/14/2022 19:47,14509,14143,14143,14115,155240,0,157770,3315,1997,3171,2507,4/14/2022 19:47,1,5,35,45,
scraper_1,4/14/2022 19:49,14818,14644,14644,14616,182275,0,183957,3751,2412,3602,2929,4/14/2022 19:49,1,5,35,45,
scraper_1,4/14/2022 19:51,15306,15145,15145,15117,211510,0,210462,4188,2834,4040,3354,4/14/2022 19:51,1,5,35,45,
scraper_1,4/14/2022 19:54,15980,15656,15656,15628,228393,0,225531,4427,3072,4279,3591,4/14/2022 19:54,1,5,35,45,
scraper_1,4/14/2022 19:58,16395,16159,16159,16131,239647,0,236019,4597,3238,4448,3760,4/14/2022 19:58,1,5,35,45,
scraper_1,4/14/2022 20:13,16941,16662,16662,16634,254049,0,250261,4832,3473,4683,3995,4/14/2022 20:13,1,5,35,45,
scraper_1,4/14/2022 20:15,17402,17167,17167,17139,265740,0,261741,5024,3665,4875,4187,4/14/2022 20:15,1,5,35,45,
scraper_1,4/14/2022 20:18,17995,17671,17671,17643,280057,0,275641,5260,3901,5111,4423,4/14/2022 20:18,1,5,35,45,
scraper_1,4/14/2022 20:24,18529,18172,18172,18144,292145,0,287027,5506,4147,5357,4669,4/14/2022 20:24,1,5,35,45,
scraper_1,4/14/2022 20:27,18844,18677,18677,18649,305868,0,299525,5762,4403,5613,4925,4/14/2022 20:27,1,5,35,45,
scraper_1,4/14/2022 20:29,19241,19178,19178,19150,346975,0,329873,6230,4871,6081,5393,4/14/2022 20:29,1,5,35,45,
scraper_1,4/14/2022 22:32,1,1,1,1,0,0,0,0,0,0,0,4/14/2022 22:32,1,10,25,45,
scraper_1,4/14/2022 22:35,1141,503,503,487,23864,0,25225,413,388,414,389,4/14/2022 22:35,1,10,25,45,
scraper_1,4/14/2022 22:38,1560,1005,1005,989,48079,0,49025,814,770,820,770,4/14/2022 22:38,1,10,25,45,
scraper_1,4/14/2022 22:40,2305,1506,1506,1490,55050,0,56221,1007,882,946,888,4/14/2022 22:40,1,10,25,45,
scraper_1,4/14/2022 22:40,2691,2009,2009,1993,55228,0,56518,1054,894,966,903,4/14/2022 22:40,1,10,25,45,
scraper_1,4/14/2022 22:42,3049,2512,2512,2496,59109,0,60687,1155,953,1069,965,4/14/2022 22:42,1,10,25,45,
scraper_1,4/14/2022 22:43,3555,3016,3016,2997,60989,0,61768,1207,963,1147,986,4/14/2022 22:43,1,10,25,45,
scraper_1,4/14/2022 22:43,4048,3517,3517,3499,61529,0,62061,1252,963,1249,1014,4/14/2022 22:43,1,10,25,45,
scraper_1,4/14/2022 22:43,4490,4018,4018,3994,63749,0,64373,1309,994,1356,1054,4/14/2022 22:43,1,10,25,45,
scraper_1,4/14/2022 22:46,5002,4526,4526,4501,71830,0,74032,1482,1129,1535,1216,4/14/2022 22:46,1,10,25,45,
scraper_1,4/14/2022 22:47,5630,5044,5044,5019,74751,0,77327,1572,1168,1632,1275,4/14/2022 22:47,1,10,25,45,
scraper_1,4/14/2022 22:47,6266,5547,5547,5522,86337,0,80167,1672,1207,1718,1314,4/14/2022 22:47,1,10,25,45,
scraper_1,4/14/2022 22:47,6754,6048,6048,6023,87885,0,81145,1793,1221,1766,1340,4/14/2022 22:47,1,10,25,45,
scraper_1,4/14/2022 22:47,7103,6552,6552,6526,89967,0,81870,1924,1247,1858,1359,4/14/2022 22:47,1,10,25,45,
scraper_1,4/14/2022 22:48,7485,7056,7056,7028,92114,0,83249,1969,1265,1899,1391,4/14/2022 22:48,1,10,25,45,
scraper_1,4/14/2022 22:48,8409,7559,7559,7530,95220,0,84751,2009,1279,1927,1435,4/14/2022 22:48,1,10,25,45,
scraper_1,4/14/2022 22:48,8621,8061,8061,8031,97574,0,85353,2036,1284,1937,1447,4/14/2022 22:48,1,10,25,45,
scraper_1,4/14/2022 22:48,9428,8566,8566,8536,100030,0,87128,2100,1292,1961,1478,4/14/2022 22:48,1,10,25,45,
scraper_1,4/14/2022 22:48,9611,9067,9067,9039,100459,0,87879,2143,1296,1980,1496,4/14/2022 22:48,1,10,25,45,
scraper_1,4/14/2022 22:49,10291,9570,9570,9539,101337,0,90043,2199,1299,1992,1524,4/14/2022 22:49,1,10,25,45,
scraper_1,4/14/2022 22:49,10856,10077,10077,10046,102261,0,91860,2264,1307,2021,1552,4/14/2022 22:49,1,10,25,45,
scraper_1,4/14/2022 22:49,11371,10582,10582,10551,102961,0,93543,2325,1312,2046,1576,4/14/2022 22:49,1,10,25,45,
scraper_1,4/14/2022 22:49,11514,11083,11083,11058,103721,0,94630,2363,1315,2055,1589,4/14/2022 22:49,1,10,25,45,
scraper_1,4/14/2022 22:49,11997,11587,11587,11556,107634,0,99423,2495,1384,2168,1675,4/14/2022 22:49,1,10,25,45,
scraper_1,4/14/2022 22:49,12439,12089,12089,12059,108440,0,101487,2630,1401,2305,1882,4/14/2022 22:49,1,10,25,45,
scraper_1,4/14/2022 22:50,12850,12592,12592,12561,113397,0,107509,2793,1484,2471,2018,4/14/2022 22:50,1,10,25,45,
scraper_1,4/14/2022 22:50,13304,13094,13094,13063,123834,0,118369,2978,1641,2660,2176,4/14/2022 22:50,1,10,25,45,
scraper_1,4/14/2022 22:54,13699,13595,13595,13564,149336,0,143941,3387,2033,3071,2582,4/14/2022 22:54,1,10,25,45,
scraper_1,4/14/2022 23:00,14352,14096,14096,14065,177643,0,167920,3779,2415,3463,2968,4/14/2022 23:00,1,10,25,45,
scraper_1,4/14/2022 23:06,14844,14598,14598,14567,202620,0,191314,4158,2791,3842,3342,4/14/2022 23:06,1,10,25,45,
scraper_1,4/14/2022 23:12,15405,15099,15099,15068,216056,0,204548,4381,3014,4065,3565,4/14/2022 23:12,1,10,25,45,
scraper_1,4/14/2022 23:18,15948,15605,15605,15574,229166,0,217161,4620,3253,4304,3804,4/14/2022 23:18,1,10,25,45,
scraper_1,4/14/2022 23:20,16266,16106,16106,16076,248175,0,232629,4876,3509,4560,4060,4/14/2022 23:20,1,10,25,45,
scraper_1,4/14/2022 23:21,16794,16654,16654,16625,259718,0,241157,5011,3644,4695,4195,4/14/2022 23:21,1,10,25,45,
scraper_1,4/14/2022 23:23,17232,17155,17155,17124,290682,0,267618,5427,4053,5110,4603,4/14/2022 23:23,1,10,25,45,
scraper_1,4/15/2022 0:00,1,1,1,1,0,0,0,0,0,0,0,4/15/2022 0:00,1,10,35,45,
